state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,new_case,new_death,population
AK,2020-02-15,5,3,14,2,1,0,0,0,731545
AK,2020-02-16,15,5,29,6,1,-1,0,0,731545
AK,2020-02-17,3,-2,9,-6,-33,8,0,0,731545
AK,2020-02-18,-2,-2,1,4,-2,2,0,0,731545
AK,2020-02-19,0,-2,1,4,-3,2,0,0,731545
AK,2020-02-20,3,3,5,1,2,0,0,0,731545
AK,2020-02-21,-1,-2,1,5,5,0,0,0,731545
AK,2020-02-22,5,3,13,3,4,-1,0,0,731545
AK,2020-02-23,12,4,16,1,2,-1,0,0,731545
AK,2020-02-24,4,1,7,4,3,0,0,0,731545
AK,2020-02-25,6,-1,1,-1,3,0,0,0,731545
AK,2020-02-26,12,6,7,2,3,0,0,0,731545
AK,2020-02-27,10,6,13,9,2,-1,0,0,731545
AK,2020-02-28,12,5,13,8,6,-2,0,0,731545
AK,2020-02-29,13,9,9,12,5,-2,0,0,731545
AK,2020-03-01,18,14,6,16,5,-1,0,0,731545
AK,2020-03-02,6,6,4,6,1,0,0,0,731545
AK,2020-03-03,11,9,-2,3,3,0,0,0,731545
AK,2020-03-04,11,8,3,8,3,0,0,0,731545
AK,2020-03-05,9,7,9,4,2,0,0,0,731545
AK,2020-03-06,9,4,10,9,0,1,0,0,731545
AK,2020-03-07,12,10,17,9,3,-1,0,0,731545
AK,2020-03-08,13,8,34,9,2,-1,0,0,731545
AK,2020-03-09,7,4,14,3,-10,2,0,0,731545
AK,2020-03-10,13,6,11,2,-7,2,0,0,731545
AK,2020-03-11,12,9,16,3,-8,2,0,0,731545
AK,2020-03-12,12,19,21,-1,-9,2,0,0,731545
AK,2020-03-13,7,19,16,0,-10,3,1,0,731545
AK,2020-03-14,0,19,37,1,-1,1,0,0,731545
AK,2020-03-15,5,14,58,7,-1,0,0,0,731545
AK,2020-03-16,1,20,29,-6,-12,4,0,0,731545
AK,2020-03-17,-14,8,12,-12,-15,7,2,0,731545
AK,2020-03-18,-19,8,6,-12,-21,9,3,0,731545
AK,2020-03-19,-26,4,15,-21,-25,10,3,0,731545
AK,2020-03-20,-28,3,23,-24,-25,12,3,0,731545
AK,2020-03-21,-37,-1,1,-25,-20,8,2,0,731545
AK,2020-03-22,-30,-4,65,-30,-21,6,8,0,731545
AK,2020-03-23,-36,-11,23,-37,-35,14,14,0,731545
AK,2020-03-24,-37,-12,17,-39,-39,16,6,1,731545
AK,2020-03-25,-40,-15,6,-42,-41,18,17,0,731545
AK,2020-03-26,-40,-13,31,-42,-42,17,10,0,731545
AK,2020-03-27,-42,-15,2,-50,-40,19,16,1,731545
AK,2020-03-28,-47,-15,11,-50,-30,11,17,0,731545
AK,2020-03-29,-48,-27,18,-55,-33,10,12,1,731545
AK,2020-03-30,-40,-17,15,-49,-46,18,5,0,731545
AK,2020-03-31,-37,-15,15,-45,-44,18,14,0,731545
AK,2020-04-01,-35,-8,3,-43,-44,18,10,0,731545
AK,2020-04-02,-42,-14,-3,-50,-45,19,4,0,731545
AK,2020-04-03,-42,-14,2,-47,-43,20,10,0,731545
AK,2020-04-04,-47,-14,21,-50,-32,12,14,2,731545
AK,2020-04-05,-41,-17,29,-52,-32,9,14,1,731545
AK,2020-04-06,-37,-15,1,-49,-44,17,6,0,731545
AK,2020-04-07,-38,-16,1,-48,-44,18,22,0,731545
AK,2020-04-08,-38,-14,7,-49,-44,18,13,1,731545
AK,2020-04-09,-38,-12,19,-48,-44,18,9,0,731545
AK,2020-04-10,-40,-10,28,-49,-44,19,11,0,731545
AK,2020-04-11,-41,-4,36,-52,-32,10,11,1,731545
AK,2020-04-12,-55,-33,12,-59,-37,9,15,0,731545
AK,2020-04-13,-36,-15,5,-51,-43,17,5,0,731545
AK,2020-04-14,-32,-13,19,-49,-41,18,8,1,731545
AK,2020-04-15,-25,-5,-2,-47,-41,17,8,0,731545
AK,2020-04-16,-29,-7,8,-47,-42,17,7,0,731545
AK,2020-04-17,-32,-10,19,-44,-39,18,9,0,731545
AK,2020-04-18,-33,-7,49,-44,-27,9,5,0,731545
AK,2020-04-19,-28,-11,44,-51,-28,7,5,0,731545
AK,2020-04-20,-25,-9,7,-44,-40,15,2,0,731545
AK,2020-04-21,-27,-10,3,-46,-40,17,8,0,731545
AK,2020-04-22,-24,-9,21,-45,-40,16,6,0,731545
AK,2020-04-23,-27,-8,26,-44,-40,16,2,0,731545
AK,2020-04-24,-28,-8,33,-44,-37,16,2,0,731545
AK,2020-04-25,-25,-2,85,-40,-25,7,0,0,731545
AK,2020-04-26,-17,-3,101,-43,-25,5,2,0,731545
AK,2020-04-27,-14,-5,60,-39,-36,13,4,0,731545
AK,2020-04-28,-15,-4,58,-39,-37,5,6,0,731545
AK,2020-04-29,-12,1,47,-37,-37,14,4,0,731545
AK,2020-04-30,-16,0,44,-39,-37,14,0,0,731545
AK,2020-05-01,-16,5,65,-35,-34,13,9,0,731545
AK,2020-05-02,-15,10,114,-27,-21,5,1,0,731545
AK,2020-05-03,-9,4,110,-43,-21,4,3,0,731545
AK,2020-05-04,-9,3,57,-36,-34,12,2,0,731545
AK,2020-05-05,-6,9,81,-32,-33,12,1,0,731545
AK,2020-05-06,-6,6,89,-31,-33,12,1,1,731545
AK,2020-05-07,-11,4,70,-36,-34,12,2,0,731545
AK,2020-05-08,-13,5,80,-34,-32,12,3,0,731545
AK,2020-05-09,-8,21,152,-26,-18,3,1,0,731545
AK,2020-05-10,2,23,163,-35,-17,1,1,0,731545
AK,2020-05-11,-6,1,76,-34,-32,11,2,0,731545
AK,2020-05-12,-4,2,106,-31,-31,11,2,0,731545
AK,2020-05-13,0,9,113,-28,-30,10,0,0,731545
AK,2020-05-14,-6,7,91,-31,-31,10,4,0,731545
AK,2020-05-15,-5,7,134,-26,-29,9,1,0,731545
AK,2020-05-16,-7,13,164,-23,-16,2,4,0,731545
AK,2020-05-17,6,14,186,-28,-14,0,4,0,731545
AK,2020-05-18,0,4,79,-29,-31,10,3,0,731545
AK,2020-05-19,0,7,80,-27,-29,10,0,0,731545
AK,2020-05-20,3,13,95,-25,-29,10,3,0,731545
AK,2020-05-21,-3,12,78,-28,-30,10,0,0,731545
AK,2020-05-22,-3,12,124,-23,-32,9,2,0,731545
AK,2020-05-23,-8,14,151,-25,-16,1,4,0,731545
AK,2020-05-24,3,15,147,-35,-17,1,0,0,731545
AK,2020-05-25,-14,2,131,-39,-66,15,1,0,731545
AK,2020-05-26,3,10,94,-25,-27,9,2,0,731545
AK,2020-05-27,5,11,142,-20,-26,8,1,0,731545
AK,2020-05-28,5,14,142,-18,-27,7,13,0,731545
AK,2020-05-29,0,10,153,-19,-25,7,5,0,731545
AK,2020-05-30,-2,14,152,-19,-7,1,4,0,731545
AK,2020-05-31,9,14,125,-25,-7,1,26,0,731545
AK,2020-06-01,9,17,103,-15,-25,7,7,0,731545
AK,2020-06-02,7,15,103,-18,-25,8,20,0,731545
AK,2020-06-03,11,16,106,-12,-25,7,18,0,731545
AK,2020-06-04,6,15,138,-14,-26,7,8,0,731545
AK,2020-06-05,3,13,163,-13,-24,6,11,0,731545
AK,2020-06-06,2,18,193,-7,-9,0,12,0,731545
AK,2020-06-07,15,19,195,-11,-7,-1,8,0,731545
AK,2020-06-08,3,8,90,-12,-25,7,19,0,731545
AK,2020-06-09,7,11,102,-13,-25,8,10,1,731545
AK,2020-06-10,13,16,150,-7,-24,6,20,0,731545
AK,2020-06-11,9,16,177,-5,-26,6,17,0,731545
AK,2020-06-12,6,14,200,-5,-27,5,15,1,731545
AK,2020-06-13,5,19,226,13,-7,-1,29,0,731545
AK,2020-06-14,18,21,243,1,-8,-3,7,0,731545
AK,2020-06-15,14,13,165,-6,-26,6,3,0,731545
AK,2020-06-16,13,12,147,-11,-25,7,12,0,731545
AK,2020-06-17,12,16,129,-8,-26,7,20,0,731545
AK,2020-06-18,8,14,144,-7,-26,6,12,0,731545
AK,2020-06-19,3,12,124,-10,-26,6,15,0,731545
AK,2020-06-20,2,19,180,0,-10,0,20,0,731545
AK,2020-06-21,16,21,194,-3,-8,-2,12,0,731545
AK,2020-06-22,9,8,146,-2,-28,6,6,0,731545
AK,2020-06-23,11,10,126,-6,-27,7,17,0,731545
AK,2020-06-24,14,16,145,-6,-26,7,14,0,731545
AK,2020-06-25,10,15,160,-2,-26,6,24,0,731545
AK,2020-06-26,4,10,155,-6,-25,6,20,2,731545
AK,2020-06-27,5,17,242,10,-10,-1,18,0,731545
AK,2020-06-28,12,14,148,-6,-8,0,29,0,731545
AK,2020-06-29,12,13,152,-5,-26,6,21,0,731545
AK,2020-06-30,20,19,170,0,-25,6,36,0,731545
AK,2020-07-01,33,36,195,5,-26,4,38,0,731545
AK,2020-07-02,26,37,215,5,-31,3,39,0,731545
AK,2020-07-03,11,31,288,-1,-53,7,46,1,731545
AK,2020-07-04,-17,19,303,-3,-26,-1,48,1,731545
AK,2020-07-05,15,19,239,11,-14,-4,27,0,731545
AK,2020-07-06,19,18,165,1,-35,7,28,0,731545
AK,2020-07-07,18,17,174,3,-29,7,18,1,731545
AK,2020-07-08,14,17,91,-3,-28,8,42,0,731545
AK,2020-07-09,11,17,157,1,-28,7,46,0,731545
AK,2020-07-10,8,13,172,4,-26,6,51,0,731545
AK,2020-07-11,5,18,169,12,-8,1,62,0,731545
AK,2020-07-12,19,20,190,9,-8,0,94,0,731545
AK,2020-07-13,18,15,192,6,-28,6,60,0,731545
AK,2020-07-14,20,17,202,6,-29,6,40,0,731545
AK,2020-07-15,21,21,200,4,-27,6,52,0,731545
AK,2020-07-16,13,19,184,3,-28,6,62,0,731545
AK,2020-07-17,6,13,170,1,-28,6,40,0,731545
AK,2020-07-18,6,19,211,15,-9,0,62,1,731545
AK,2020-07-19,19,21,189,11,-8,-1,79,0,731545
AK,2020-07-20,16,16,182,3,-29,6,75,0,731545
AK,2020-07-21,18,18,202,4,-28,6,92,0,731545
AK,2020-07-22,16,19,143,2,-27,7,91,1,731545
AK,2020-07-23,14,17,221,6,-28,6,60,0,731545
AK,2020-07-24,4,12,137,-4,-27,8,57,0,731545
AK,2020-07-25,4,16,175,10,-10,1,89,1,731545
AK,2020-07-26,24,22,253,12,-8,-2,186,0,731545
AK,2020-07-27,15,16,199,6,-28,6,98,1,731545
AK,2020-07-28,15,14,191,3,-27,6,107,1,731545
AK,2020-07-29,16,18,201,3,-28,6,68,0,731545
AK,2020-07-30,13,17,NA,3,-29,5,81,1,731545
AK,2020-07-31,8,13,184,3,-27,5,112,0,731545
AK,2020-08-01,5,22,155,11,-9,1,146,1,731545
AK,2020-08-02,19,20,181,19,-7,-1,144,0,731545
AK,2020-08-03,13,17,151,4,-29,6,61,1,731545
AK,2020-08-04,13,17,184,3,-28,7,53,0,731545
AK,2020-08-05,14,17,187,4,-28,6,55,0,731545
AK,2020-08-06,5,14,138,1,-29,7,35,0,731545
AK,2020-08-07,3,12,176,0,-28,6,52,0,731545
AK,2020-08-08,0,16,196,16,-11,1,77,1,731545
AK,2020-08-09,13,18,216,8,-9,-1,98,0,731545
AK,2020-08-10,8,10,163,6,-30,6,64,0,731545
AK,2020-08-11,7,9,134,-3,-29,7,46,0,731545
AK,2020-08-12,10,14,142,0,-28,6,60,1,731545
AK,2020-08-13,7,13,175,0,-29,5,82,0,731545
AK,2020-08-14,4,12,183,2,-27,5,110,0,731545
AK,2020-08-15,2,16,245,13,-10,-1,83,1,731545
AK,2020-08-16,17,20,285,15,-10,-3,103,0,731545
AK,2020-08-17,12,10,NA,NA,-28,5,50,0,731545
AK,2020-08-18,9,9,NA,NA,-27,7,62,1,731545
AK,2020-08-19,8,12,NA,NA,-26,6,67,0,731545
AK,2020-08-20,6,11,NA,NA,-28,5,82,0,731545
AK,2020-08-21,2,7,NA,NA,-26,5,68,1,731545
AK,2020-08-22,-1,12,NA,NA,-9,-1,89,1,731545
AK,2020-08-23,8,11,NA,NA,-9,0,64,1,731545
AK,2020-08-24,4,7,NA,NA,-27,7,69,0,731545
AK,2020-08-25,3,4,NA,NA,-26,8,33,4,731545
AK,2020-08-26,5,8,NA,NA,-24,7,52,1,731545
AK,2020-08-27,1,6,NA,NA,-25,6,80,0,731545
AK,2020-08-28,0,6,NA,NA,-26,6,117,0,731545
AK,2020-08-29,-1,11,NA,NA,-7,0,90,0,731545
AK,2020-08-30,9,11,NA,NA,-7,0,44,0,731545
AK,2020-08-31,6,9,NA,NA,-25,7,37,0,731545
AK,2020-09-01,8,13,NA,NA,-25,6,35,2,731545
AK,2020-09-02,5,8,NA,NA,-25,6,66,0,731545
AK,2020-09-03,4,8,NA,NA,-26,6,102,1,731545
AK,2020-09-04,4,8,NA,NA,-31,5,120,0,731545
AK,2020-09-05,2,13,NA,NA,-12,-2,93,2,731545
AK,2020-09-06,14,13,NA,NA,-12,-2,86,0,731545
AK,2020-09-07,-6,2,NA,NA,-65,14,33,0,731545
AK,2020-09-08,4,5,NA,NA,-26,6,35,0,731545
AK,2020-09-09,4,7,NA,NA,-24,5,63,0,731545
AK,2020-09-10,1,5,NA,NA,-25,4,124,0,731545
AK,2020-09-11,-2,1,156,-3,-26,4,93,1,731545
AK,2020-09-12,-1,9,186,9,-7,-1,103,1,731545
AK,2020-09-13,9,9,193,5,-6,-2,62,0,731545
AK,2020-09-14,4,5,130,-8,-21,5,75,0,731545
AK,2020-09-15,2,4,97,-10,-21,7,42,0,731545
AK,2020-09-16,2,5,99,-10,-22,6,49,0,731545
AK,2020-09-17,-3,1,87,-11,-23,7,105,0,731545
AK,2020-09-18,-2,0,98,-10,-24,6,109,1,731545
AK,2020-09-19,-2,7,127,3,-8,1,85,0,731545
AK,2020-09-20,6,4,123,-6,-6,0,93,0,731545
AK,2020-09-21,3,2,102,-11,-22,6,70,0,731545
AK,2020-09-22,-1,-1,70,-18,-21,8,44,0,731545
AK,2020-09-23,-1,1,61,-17,-20,7,54,0,731545
AK,2020-09-24,-6,-2,54,-16,-22,8,128,1,731545
AK,2020-09-25,-5,-5,73,-17,-22,7,122,6,731545
AK,2020-09-26,-5,3,93,-5,-5,2,113,0,731545
AK,2020-09-27,2,0,93,-12,-6,2,114,4,731545
AK,2020-09-28,0,-1,58,-18,-19,7,116,0,731545
AK,2020-09-29,-1,-4,68,-17,-19,7,124,0,731545
AK,2020-09-30,1,1,36,-15,-21,7,103,0,731545
AK,2020-10-01,0,5,55,-14,-21,6,124,1,731545
AK,2020-10-02,-3,-2,38,-18,-22,6,126,0,731545
AK,2020-10-03,-2,5,64,-7,-8,2,143,1,731545
AK,2020-10-04,3,3,71,-18,-9,2,188,0,731545
AK,2020-10-05,1,1,65,-15,-21,6,208,0,731545
AK,2020-10-06,0,-2,57,-17,-21,6,139,0,731545
AK,2020-10-07,-4,-2,42,-24,-20,7,126,1,731545
AK,2020-10-08,-8,-4,42,-23,-22,8,127,1,731545
AK,2020-10-09,-7,-5,48,-24,-26,9,177,0,731545
AK,2020-10-10,-7,1,80,-16,-7,3,249,0,731545
AK,2020-10-11,-2,-1,69,-24,-8,2,255,0,731545
AK,2020-10-12,-4,-3,54,-23,-30,10,191,0,731545
AK,2020-10-13,-6,-5,53,-22,-21,8,151,0,731545
AK,2020-10-14,-5,-2,21,-21,-21,9,143,4,731545
AK,2020-10-15,-8,-4,26,-22,-22,8,152,1,731545
AK,2020-10-16,-7,-5,35,-22,-24,9,226,1,731545
AK,2020-10-17,-6,0,43,-14,-9,4,211,1,731545
AK,2020-10-18,-7,-4,23,-25,-9,4,220,0,731545
AK,2020-10-19,-4,-4,27,-24,-26,9,202,0,731545
AK,2020-10-20,-6,-5,23,-23,-22,9,211,0,731545
AK,2020-10-21,-6,-3,31,-24,-21,9,212,1,731545
AK,2020-10-22,-10,-6,29,-22,-23,9,232,0,731545
AK,2020-10-23,-9,-7,21,-26,-24,10,281,0,731545
AK,2020-10-24,-10,0,26,-17,-7,4,371,0,731545
AK,2020-10-25,-8,-2,4,-30,-9,4,523,0,731545
AK,2020-10-26,-12,-8,6,-25,-23,10,348,0,731545
AK,2020-10-27,-10,-7,11,-25,-23,10,382,2,731545
AK,2020-10-28,-8,-4,6,-23,-22,9,355,1,731545
AK,2020-10-29,-10,-5,5,-26,-24,9,359,6,731545
AK,2020-10-30,-8,-5,3,-26,-25,10,381,4,731545
AK,2020-10-31,-8,4,14,-25,-9,4,437,1,731545
AK,2020-11-01,-8,-2,-2,-28,-10,4,348,1,731545
AK,2020-11-02,-9,-5,-3,-23,-25,10,350,1,731545
AK,2020-11-03,-1,-2,15,-29,-25,10,388,0,731545
AK,2020-11-04,-13,-7,-5,-26,-24,11,404,0,731545
AK,2020-11-05,-16,-9,-5,-30,-25,11,308,0,731545
AK,2020-11-06,-21,-13,-9,-32,-29,13,525,0,731545
AK,2020-11-07,-18,-5,-3,-25,-10,7,601,0,731545
AK,2020-11-08,-19,-13,-10,-30,-12,6,518,0,731545
AK,2020-11-09,-11,-6,2,-27,-26,11,471,0,731545
AK,2020-11-10,-10,-6,-2,-29,-26,11,525,8,731545
AK,2020-11-11,-7,-4,-7,-32,-39,15,495,4,731545
AK,2020-11-12,-16,-7,-12,-29,-26,11,481,0,731545
AK,2020-11-13,-17,-9,-5,-31,-28,12,587,1,731545
AK,2020-11-14,-17,-6,3,-23,-12,7,739,1,731545
AK,2020-11-15,-12,-8,19,-27,-13,5,648,0,731545
AK,2020-11-16,-13,-7,-5,-26,-27,11,578,0,731545
AK,2020-11-17,-16,-9,-7,-32,-28,13,634,1,731545
AK,2020-11-18,-16,-8,-15,-28,-27,12,545,0,731545
AK,2020-11-19,-20,-10,-17,-30,-28,13,490,1,731545
AK,2020-11-20,-19,-9,-15,-30,-29,13,460,0,731545
AK,2020-11-21,-17,-4,-3,-24,-13,7,675,1,731545
AK,2020-11-22,-15,-7,10,-31,-13,6,543,1,731545
AK,2020-11-23,-10,-1,-7,-27,-28,11,498,0,731545
AK,2020-11-24,-10,3,-5,-27,-29,12,584,13,731545
AK,2020-11-25,-2,30,-10,-28,-32,12,670,0,731545
AK,2020-11-26,-74,-34,-12,-66,-78,24,553,3,731545
AK,2020-11-27,-24,-20,-6,-46,-55,20,662,0,731545
AL,2020-02-15,5,2,39,7,2,-1,0,0,4903185
AL,2020-02-16,0,-2,-7,3,-1,1,0,0,4903185
AL,2020-02-17,3,0,17,7,-17,4,0,0,4903185
AL,2020-02-18,-4,-3,-11,-1,1,2,0,0,4903185
AL,2020-02-19,4,1,6,4,1,0,0,0,4903185
AL,2020-02-20,-7,-6,-25,-1,0,3,0,0,4903185
AL,2020-02-21,3,0,12,9,1,0,0,0,4903185
AL,2020-02-22,5,4,46,13,6,-1,0,0,4903185
AL,2020-02-23,3,2,24,16,2,0,0,0,4903185
AL,2020-02-24,-2,-3,-13,2,-2,2,0,0,4903185
AL,2020-02-25,7,3,27,7,-1,0,0,0,4903185
AL,2020-02-26,16,5,7,11,0,-1,0,0,4903185
AL,2020-02-27,12,6,14,9,2,-1,0,0,4903185
AL,2020-02-28,12,6,20,10,1,-1,0,0,4903185
AL,2020-02-29,15,10,55,20,5,-3,0,0,4903185
AL,2020-03-01,16,10,53,21,4,-2,0,0,4903185
AL,2020-03-02,8,4,-2,5,2,0,0,0,4903185
AL,2020-03-03,20,15,33,5,2,-1,0,0,4903185
AL,2020-03-04,7,0,-8,2,0,1,0,0,4903185
AL,2020-03-05,7,6,0,4,2,1,0,0,4903185
AL,2020-03-06,9,4,29,10,2,-1,0,0,4903185
AL,2020-03-07,12,8,63,18,7,-2,0,0,4903185
AL,2020-03-08,12,8,55,20,3,-1,0,0,4903185
AL,2020-03-09,10,8,45,9,2,-1,0,0,4903185
AL,2020-03-10,9,8,21,4,1,0,0,0,4903185
AL,2020-03-11,10,8,27,7,1,-1,0,0,4903185
AL,2020-03-12,10,22,43,8,1,-1,0,0,4903185
AL,2020-03-13,7,32,26,7,-2,0,1,0,4903185
AL,2020-03-14,1,28,55,12,4,0,0,0,4903185
AL,2020-03-15,-7,16,16,6,-4,2,21,0,4903185
AL,2020-03-16,-2,24,22,2,-10,4,7,0,4903185
AL,2020-03-17,-11,17,25,-1,-17,7,10,0,4903185
AL,2020-03-18,-13,13,39,-3,-22,8,12,0,4903185
AL,2020-03-19,-20,15,27,-8,-25,10,27,0,4903185
AL,2020-03-20,-27,10,7,-14,-29,14,28,0,4903185
AL,2020-03-21,-35,5,10,-13,-16,8,25,0,4903185
AL,2020-03-22,-40,-7,2,-22,-27,9,26,0,4903185
AL,2020-03-23,-33,-6,-11,-22,-33,14,39,0,4903185
AL,2020-03-24,-32,-5,4,-18,-34,15,46,0,4903185
AL,2020-03-25,-28,-4,36,-15,-36,13,144,0,4903185
AL,2020-03-26,-30,-3,32,-19,-36,14,145,1,4903185
AL,2020-03-27,-30,-2,30,-24,-37,16,108,2,4903185
AL,2020-03-28,-36,-2,22,-25,-22,9,81,0,4903185
AL,2020-03-29,-41,-13,19,-30,-32,9,110,1,4903185
AL,2020-03-30,-33,-10,10,-25,-38,14,117,2,4903185
AL,2020-03-31,-36,-11,-23,-26,-40,17,52,7,4903185
AL,2020-04-01,-25,5,19,-20,-39,14,107,4,4903185
AL,2020-04-02,-32,3,12,-25,-39,16,164,0,4903185
AL,2020-04-03,-29,12,17,-29,-40,16,265,4,4903185
AL,2020-04-04,-41,8,4,-33,-26,11,98,5,4903185
AL,2020-04-05,-50,-18,-1,-40,-36,12,208,5,4903185
AL,2020-04-06,-37,-10,3,-29,-41,16,165,1,4903185
AL,2020-04-07,-39,-11,-15,-31,-42,18,191,7,4903185
AL,2020-04-08,-36,-9,-1,-30,-43,17,302,9,4903185
AL,2020-04-09,-35,-4,5,-31,-43,18,339,0,4903185
AL,2020-04-10,-34,-4,4,-37,-48,20,170,10,4903185
AL,2020-04-11,-39,3,11,-35,-29,10,254,2,4903185
AL,2020-04-12,-64,-47,-50,-51,-45,13,321,1,4903185
AL,2020-04-13,-31,-11,-3,-29,-41,15,220,1,4903185
AL,2020-04-14,-30,-8,3,-27,-40,16,150,11,4903185
AL,2020-04-15,-19,-2,10,-24,-40,15,288,2,4903185
AL,2020-04-16,-26,-3,7,-27,-39,16,163,7,4903185
AL,2020-04-17,-29,-8,19,-30,-40,17,168,14,4903185
AL,2020-04-18,-33,-5,12,-26,-24,9,151,17,4903185
AL,2020-04-19,-45,-24,-44,-45,-37,12,223,52,4903185
AL,2020-04-20,-23,-6,13,-25,-39,14,478,-18,4903185
AL,2020-04-21,-23,-4,18,-23,-38,15,244,33,4903185
AL,2020-04-22,-23,-3,13,-22,-40,15,163,7,4903185
AL,2020-04-23,-35,-13,-31,-33,-42,20,240,11,4903185
AL,2020-04-24,-26,-4,22,-26,-39,16,-45,11,4903185
AL,2020-04-25,-31,-3,17,-23,-23,9,187,4,4903185
AL,2020-04-26,-30,-7,15,-29,-31,8,414,7,4903185
AL,2020-04-27,-20,-4,20,-21,-37,14,-88,8,4903185
AL,2020-04-28,-21,-2,22,-20,-37,8,408,15,4903185
AL,2020-04-29,-22,-4,-11,-24,-39,16,158,17,4903185
AL,2020-04-30,-18,3,15,-18,-37,14,201,20,4903185
AL,2020-05-01,-16,6,39,-17,-36,13,-12,9,4903185
AL,2020-05-02,-21,8,61,-11,-20,6,317,-1,4903185
AL,2020-05-03,-20,4,52,-18,-27,6,277,2,4903185
AL,2020-05-04,-11,6,25,-15,-33,11,424,10,4903185
AL,2020-05-05,-12,9,16,-14,-33,12,367,23,4903185
AL,2020-05-06,-11,8,33,-11,-34,12,12,20,4903185
AL,2020-05-07,-15,8,33,-12,-34,12,552,27,4903185
AL,2020-05-08,-22,1,-1,-17,-35,15,396,16,4903185
AL,2020-05-09,-15,20,39,-3,-18,5,284,8,4903185
AL,2020-05-10,-19,13,53,-10,-23,4,222,0,4903185
AL,2020-05-11,-11,1,33,-8,-31,10,268,30,4903185
AL,2020-05-12,-9,4,28,-9,-30,11,252,9,4903185
AL,2020-05-13,-5,5,46,-8,-31,10,271,18,4903185
AL,2020-05-14,-10,5,38,-11,-31,11,402,24,4903185
AL,2020-05-15,-13,1,46,-12,-32,11,304,9,4903185
AL,2020-05-16,-15,8,71,-4,-14,4,339,3,4903185
AL,2020-05-17,-18,-1,30,-12,-21,6,-210,1,4903185
AL,2020-05-18,-8,1,16,-12,-29,10,816,8,4903185
AL,2020-05-19,-6,6,35,-10,-28,10,-211,8,4903185
AL,2020-05-20,-1,7,44,-4,-30,9,924,20,4903185
AL,2020-05-21,-5,9,40,-4,-30,10,347,10,4903185
AL,2020-05-22,-11,4,40,-3,-32,11,294,9,4903185
AL,2020-05-23,-14,10,68,3,-14,4,447,8,4903185
AL,2020-05-24,-13,10,89,-8,-21,3,353,3,4903185
AL,2020-05-25,-20,0,84,-15,-67,17,516,14,4903185
AL,2020-05-26,-12,0,1,-8,-30,11,548,11,4903185
AL,2020-05-27,-9,0,14,-8,-30,11,457,5,4903185
AL,2020-05-28,-6,7,31,-4,-28,10,467,10,4903185
AL,2020-05-29,-9,2,45,-5,-28,10,593,19,4903185
AL,2020-05-30,-11,7,75,8,-6,3,327,7,4903185
AL,2020-05-31,-9,5,79,3,-14,3,596,12,4903185
AL,2020-06-01,-1,8,46,-1,-28,8,193,14,4903185
AL,2020-06-02,-4,7,36,-3,-27,9,333,7,4903185
AL,2020-06-03,1,9,44,-1,-28,8,80,0,4903185
AL,2020-06-04,-6,8,35,-4,-27,9,231,0,4903185
AL,2020-06-05,-10,2,41,-5,-28,10,314,21,4903185
AL,2020-06-06,-11,8,55,7,-9,3,658,14,4903185
AL,2020-06-07,-15,-1,36,-7,-17,5,446,4,4903185
AL,2020-06-08,-10,-1,10,-10,-28,10,930,36,4903185
AL,2020-06-09,-8,1,9,-7,-27,10,-8,1,4903185
AL,2020-06-10,-1,6,43,-2,-27,8,578,15,4903185
AL,2020-06-11,-3,7,60,2,-26,8,845,11,4903185
AL,2020-06-12,-7,3,71,1,-27,8,865,14,4903185
AL,2020-06-13,-9,8,92,18,-6,2,1658,5,4903185
AL,2020-06-14,-8,5,75,10,-14,2,919,2,4903185
AL,2020-06-15,-3,4,61,1,-27,7,426,5,4903185
AL,2020-06-16,-3,6,60,0,-26,8,199,4,4903185
AL,2020-06-17,1,7,68,1,-28,7,415,7,4903185
AL,2020-06-18,-4,6,58,3,-27,8,887,18,4903185
AL,2020-06-19,-6,5,72,4,-29,6,803,13,4903185
AL,2020-06-20,-6,14,93,20,-7,1,532,15,4903185
AL,2020-06-21,-10,7,58,8,-15,2,472,1,4903185
AL,2020-06-22,-8,-1,30,2,-30,9,456,4,4903185
AL,2020-06-23,-7,2,29,-2,-29,9,757,27,4903185
AL,2020-06-24,-3,2,28,0,-29,9,852,20,4903185
AL,2020-06-25,-6,4,38,1,-28,9,1146,5,4903185
AL,2020-06-26,-9,-1,41,2,-29,9,988,15,4903185
AL,2020-06-27,-11,3,59,19,-7,3,885,13,4903185
AL,2020-06-28,-10,1,58,11,-13,3,1245,1,4903185
AL,2020-06-29,-5,0,42,2,-29,8,853,7,4903185
AL,2020-06-30,-2,3,34,0,-29,9,861,16,4903185
AL,2020-07-01,4,9,35,5,-32,8,917,22,4903185
AL,2020-07-02,6,18,54,12,-34,8,1130,16,4903185
AL,2020-07-03,-3,18,76,0,-55,14,1754,21,4903185
AL,2020-07-04,-35,0,76,-9,-28,4,997,1,4903185
AL,2020-07-05,-18,-7,46,11,-21,4,2047,2,4903185
AL,2020-07-06,-5,3,40,6,-34,9,0,0,4903185
AL,2020-07-07,-7,2,29,-1,-31,9,912,23,4903185
AL,2020-07-08,-3,3,40,1,-31,8,1170,25,4903185
