state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,new_case,new_death,population
HI,2020-11-05,-36,-19,-49,-56,-35,13,92,0,1415872
HI,2020-11-06,-34,-19,-46,-55,-32,13,113,0,1415872
HI,2020-11-07,-34,-19,-39,-59,-27,8,123,1,1415872
HI,2020-11-08,-35,-21,-38,-61,-27,8,127,1,1415872
HI,2020-11-09,-36,-24,-51,-54,-34,12,58,0,1415872
HI,2020-11-10,-32,-19,-46,-55,-35,13,69,1,1415872
HI,2020-11-11,-29,-19,-38,-61,-56,19,116,0,1415872
HI,2020-11-12,-35,-20,-48,-56,-35,14,94,0,1415872
HI,2020-11-13,-34,-19,-44,-55,-33,13,103,0,1415872
HI,2020-11-14,-34,-19,-35,-58,-27,8,105,0,1415872
HI,2020-11-15,-34,-20,-38,-59,-26,8,0,0,1415872
HI,2020-11-16,-35,-23,-49,-53,-34,12,92,0,1415872
HI,2020-11-17,-34,-21,-46,-53,-34,13,44,0,1415872
HI,2020-11-18,-36,-23,-53,-56,-34,14,62,1,1415872
HI,2020-11-19,-35,-21,-49,-55,-34,13,100,0,1415872
HI,2020-11-20,-33,-17,-47,-54,-31,13,89,0,1415872
HI,2020-11-21,-32,-17,-40,-57,-26,8,153,7,1415872
HI,2020-11-22,-34,-21,-51,-59,-26,9,120,2,1415872
HI,2020-11-23,-31,-19,-51,-52,-33,11,103,0,1415872
HI,2020-11-24,-29,-12,-50,-54,-34,13,56,0,1415872
HI,2020-11-25,-25,0,-45,-52,-34,11,100,2,1415872
HI,2020-11-26,-63,-32,-53,-69,-78,26,117,2,1415872
HI,2020-11-27,-36,-29,-45,-60,-54,19,83,3,1415872
IA,2020-02-15,8,13,24,0,3,-1,0,0,3155070
IA,2020-02-16,10,18,16,-4,2,-1,0,0,3155070
IA,2020-02-17,-2,5,-8,-7,-8,4,0,0,3155070
IA,2020-02-18,-3,6,5,-1,1,0,0,0,3155070
IA,2020-02-19,-3,6,-2,0,3,0,0,0,3155070
IA,2020-02-20,-1,5,0,-2,1,1,0,0,3155070
IA,2020-02-21,9,6,13,4,3,-3,0,0,3155070
IA,2020-02-22,10,14,51,3,5,-2,0,0,3155070
IA,2020-02-23,14,22,83,3,5,-2,0,0,3155070
IA,2020-02-24,1,11,8,-3,4,0,0,0,3155070
IA,2020-02-25,-2,3,7,-4,1,1,0,0,3155070
IA,2020-02-26,7,10,6,5,4,-1,0,0,3155070
IA,2020-02-27,5,3,13,0,2,0,0,0,3155070
IA,2020-02-28,11,11,15,6,5,-3,0,0,3155070
IA,2020-02-29,14,18,48,9,4,-3,0,0,3155070
IA,2020-03-01,20,29,110,7,5,-3,0,0,3155070
IA,2020-03-02,6,13,19,-3,4,0,0,0,3155070
IA,2020-03-03,8,15,36,-1,2,-1,0,0,3155070
IA,2020-03-04,9,17,52,5,4,-1,0,0,3155070
IA,2020-03-05,3,6,12,3,3,0,0,0,3155070
IA,2020-03-06,13,15,47,14,6,-4,0,0,3155070
IA,2020-03-07,13,22,83,18,6,-3,0,0,3155070
IA,2020-03-08,18,28,140,17,5,-3,3,0,3155070
IA,2020-03-09,-1,10,-5,0,3,1,5,0,3155070
IA,2020-03-10,5,16,36,6,1,0,5,0,3155070
IA,2020-03-11,8,22,50,9,4,-1,1,0,3155070
IA,2020-03-12,5,22,31,5,0,0,2,0,3155070
IA,2020-03-13,10,33,39,11,0,-2,0,0,3155070
IA,2020-03-14,-7,18,-16,-1,1,3,0,0,3155070
IA,2020-03-15,0,30,18,1,-2,1,6,0,3155070
IA,2020-03-16,-3,48,15,-5,-15,5,1,0,3155070
IA,2020-03-17,-21,34,65,-2,-23,8,6,0,3155070
IA,2020-03-18,-32,17,1,-4,-26,12,9,0,3155070
IA,2020-03-19,-37,4,-7,-15,-29,15,6,0,3155070
IA,2020-03-20,-35,10,-5,-16,-29,13,1,0,3155070
IA,2020-03-21,-44,6,22,-14,-17,10,23,0,3155070
IA,2020-03-22,-46,-7,-13,-24,-25,9,22,0,3155070
IA,2020-03-23,-39,-2,21,-19,-32,15,15,0,3155070
IA,2020-03-24,-41,-5,53,-17,-36,16,19,0,3155070
IA,2020-03-25,-39,-3,48,-15,-35,16,21,1,3155070
IA,2020-03-26,-40,-10,54,-20,-37,17,34,0,3155070
IA,2020-03-27,-40,-5,26,-21,-35,16,56,2,3155070
IA,2020-03-28,-48,-8,8,-27,-23,13,63,0,3155070
IA,2020-03-29,-43,-10,41,-28,-29,10,38,1,3155070
IA,2020-03-30,-34,-4,145,-18,-37,14,88,2,3155070
IA,2020-03-31,-37,-3,100,-17,-40,16,73,1,3155070
IA,2020-04-01,-34,4,93,-13,-39,15,52,2,3155070
IA,2020-04-02,-39,-5,62,-22,-40,18,65,2,3155070
IA,2020-04-03,-41,-2,-7,-26,-39,18,85,0,3155070
IA,2020-04-04,-45,4,45,-23,-25,12,87,3,3155070
IA,2020-04-05,-39,1,134,-28,-29,8,82,8,3155070
IA,2020-04-06,-39,-2,52,-24,-39,16,78,3,3155070
IA,2020-04-07,-38,-1,154,-18,-42,15,102,1,3155070
IA,2020-04-08,-39,-1,59,-16,-41,16,97,1,3155070
IA,2020-04-09,-42,-6,15,-23,-43,19,125,2,3155070
IA,2020-04-10,-36,5,74,-22,-46,17,118,2,3155070
IA,2020-04-11,-44,7,40,-28,-28,12,122,3,3155070
IA,2020-04-12,-67,-34,-20,-47,-40,12,77,7,3155070
IA,2020-04-13,-40,-8,8,-31,-40,18,123,2,3155070
IA,2020-04-14,-41,-7,19,-27,-41,18,189,6,3155070
IA,2020-04-15,-32,3,22,-21,-39,17,96,4,3155070
IA,2020-04-16,-37,-4,23,-28,-40,19,146,7,3155070
IA,2020-04-17,-36,-3,27,-26,-39,17,191,4,3155070
IA,2020-04-18,-38,4,84,-22,-23,10,181,10,3155070
IA,2020-04-19,-31,2,135,-29,-27,7,389,1,3155070
IA,2020-04-20,-31,-2,77,-24,-39,15,257,4,3155070
IA,2020-04-21,-32,1,107,-18,-41,16,482,4,3155070
IA,2020-04-22,-31,3,115,-15,-40,15,107,7,3155070
IA,2020-04-23,-32,-4,124,-19,-41,16,176,6,3155070
IA,2020-04-24,-32,1,61,-19,-39,16,521,11,3155070
IA,2020-04-25,-35,6,115,-18,-22,9,647,5,3155070
IA,2020-04-26,-26,8,195,-22,-27,6,383,6,3155070
IA,2020-04-27,-25,3,128,-16,-39,14,393,9,3155070
IA,2020-04-28,-29,2,73,-17,-41,11,508,9,3155070
IA,2020-04-29,-29,5,40,-14,-40,16,467,12,3155070
IA,2020-04-30,-25,5,154,-12,-40,15,302,14,3155070
IA,2020-05-01,-21,15,150,-9,-38,12,739,8,3155070
IA,2020-05-02,-28,16,152,-11,-21,7,757,5,3155070
IA,2020-05-03,-18,20,212,-16,-23,4,528,9,3155070
IA,2020-05-04,-23,10,54,-17,-37,15,534,4,3155070
IA,2020-05-05,-27,14,13,-18,-39,17,408,19,3155070
IA,2020-05-06,-24,18,104,-9,-37,14,293,12,3155070
IA,2020-05-07,-26,8,103,-14,-38,15,655,12,3155070
IA,2020-05-08,-21,17,104,-9,-36,13,398,12,3155070
IA,2020-05-09,-25,27,133,-8,-18,7,214,9,3155070
IA,2020-05-10,-21,25,42,-17,-22,5,288,13,3155070
IA,2020-05-11,-24,8,94,-13,-35,13,414,6,3155070
IA,2020-05-12,-25,11,130,-11,-37,14,539,18,3155070
IA,2020-05-13,-24,11,58,-9,-35,15,377,17,3155070
IA,2020-05-14,-25,2,79,-15,-37,16,386,12,3155070
IA,2020-05-15,-16,14,206,-7,-34,10,374,18,3155070
IA,2020-05-16,-22,15,140,-9,-15,7,279,10,3155070
IA,2020-05-17,-19,12,63,-18,-18,6,323,5,3155070
IA,2020-05-18,-15,10,71,-13,-32,13,431,13,3155070
IA,2020-05-19,-17,11,105,-10,-35,13,267,8,3155070
IA,2020-05-20,-14,16,118,-4,-33,12,246,14,3155070
IA,2020-05-21,-13,11,143,-5,-34,12,575,21,3155070
IA,2020-05-22,-11,19,180,-2,-34,9,334,17,3155070
IA,2020-05-23,-19,23,191,0,-16,4,394,21,3155070
IA,2020-05-24,-8,25,225,-10,-20,2,352,9,3155070
IA,2020-05-25,-15,5,215,-21,-75,21,327,5,3155070
IA,2020-05-26,-15,14,85,-11,-34,13,126,16,3155070
IA,2020-05-27,-11,17,122,-4,-31,11,654,17,3155070
IA,2020-05-28,-12,7,112,-6,-32,13,228,14,3155070
IA,2020-05-29,-7,16,203,4,-29,8,371,17,3155070
IA,2020-05-30,-15,19,220,8,-3,3,288,8,3155070
IA,2020-05-31,-6,21,217,1,-7,1,308,3,3155070
IA,2020-06-01,-8,19,143,-2,-30,10,146,15,3155070
IA,2020-06-02,-9,19,163,0,-31,10,317,12,3155070
IA,2020-06-03,-6,23,153,5,-30,9,93,13,3155070
IA,2020-06-04,-8,15,175,-1,-31,10,696,6,3155070
IA,2020-06-05,-6,21,220,4,-29,6,342,12,3155070
IA,2020-06-06,-13,25,282,10,-4,1,332,6,3155070
IA,2020-06-07,-2,28,266,3,-8,0,110,6,3155070
IA,2020-06-08,-5,19,177,2,-29,8,400,10,3155070
IA,2020-06-09,-14,9,73,-7,-31,12,249,10,3155070
IA,2020-06-10,-5,18,119,1,-29,10,366,7,3155070
IA,2020-06-11,-5,12,233,2,-30,9,370,9,3155070
IA,2020-06-12,-2,21,264,5,-29,5,375,3,3155070
IA,2020-06-13,-9,24,305,13,-2,0,369,7,3155070
IA,2020-06-14,1,26,278,7,-6,-1,209,2,3155070
IA,2020-06-15,-2,18,203,1,-28,7,151,3,3155070
IA,2020-06-16,-4,19,213,2,-30,8,102,14,3155070
IA,2020-06-17,-2,22,219,6,-29,7,282,4,3155070
IA,2020-06-18,-5,13,198,3,-30,8,393,7,3155070
IA,2020-06-19,-1,18,175,4,-29,5,421,1,3155070
IA,2020-06-20,-7,26,219,6,-4,1,221,1,3155070
IA,2020-06-21,0,29,262,6,-5,-2,461,3,3155070
IA,2020-06-22,-8,11,109,-4,-31,10,94,1,3155070
IA,2020-06-23,-5,16,214,2,-31,8,321,2,3155070
IA,2020-06-24,-2,19,221,6,-28,7,333,4,3155070
IA,2020-06-25,-3,13,239,6,-30,8,552,3,3155070
IA,2020-06-26,-3,18,195,8,-29,6,428,9,3155070
IA,2020-06-27,-10,21,262,16,-3,0,327,0,3155070
IA,2020-06-28,-1,23,230,9,-5,0,477,1,3155070
IA,2020-06-29,-2,18,187,2,-29,8,293,3,3155070
IA,2020-06-30,-4,18,188,2,-31,8,165,6,3155070
IA,2020-07-01,2,27,194,11,-30,7,511,3,3155070
IA,2020-07-02,7,30,265,12,-34,6,751,1,3155070
IA,2020-07-03,4,38,339,8,-56,9,221,3,3155070
IA,2020-07-04,-33,17,322,-5,-27,0,631,0,3155070
IA,2020-07-05,-10,17,224,7,-12,-1,292,0,3155070
IA,2020-07-06,-3,21,184,1,-33,8,304,2,3155070
IA,2020-07-07,-7,18,174,1,-33,9,372,2,3155070
IA,2020-07-08,-5,20,170,4,-30,8,480,10,3155070
IA,2020-07-09,-7,11,153,0,-32,9,734,5,3155070
IA,2020-07-10,-3,19,234,7,-29,5,653,3,3155070
IA,2020-07-11,-12,19,230,12,-3,1,751,5,3155070
IA,2020-07-12,0,27,283,10,-5,-1,524,2,3155070
IA,2020-07-13,-4,19,199,0,-30,7,358,4,3155070
IA,2020-07-14,-9,16,163,-4,-32,9,321,3,3155070
IA,2020-07-15,-5,21,143,-1,-29,9,444,10,3155070
IA,2020-07-16,-5,15,232,2,-30,8,838,11,3155070
IA,2020-07-17,-4,19,225,6,-29,5,590,6,3155070
IA,2020-07-18,-15,19,229,11,-5,1,319,3,3155070
IA,2020-07-19,-2,25,261,9,-8,-1,682,6,3155070
IA,2020-07-20,-7,18,175,-1,-30,8,501,4,3155070
IA,2020-07-21,-9,15,161,-5,-32,9,249,5,3155070
IA,2020-07-22,-5,20,216,3,-29,7,527,6,3155070
IA,2020-07-23,-6,13,227,1,-31,8,635,10,3155070
IA,2020-07-24,-4,18,229,4,-29,5,636,5,3155070
IA,2020-07-25,-13,20,251,10,-5,0,400,3,3155070
IA,2020-07-26,-6,20,183,4,-9,0,528,1,3155070
IA,2020-07-27,-5,19,191,-1,-30,7,355,7,3155070
IA,2020-07-28,-7,16,198,-2,-32,8,228,5,3155070
IA,2020-07-29,-6,18,181,2,-30,7,498,6,3155070
IA,2020-07-30,-6,13,222,0,-31,8,759,12,3155070
IA,2020-07-31,-3,20,259,8,-30,3,543,10,3155070
IA,2020-08-01,-11,23,288,12,-4,-1,399,4,3155070
IA,2020-08-02,-2,26,266,12,-7,-1,511,5,3155070
IA,2020-08-03,-2,22,211,1,-30,7,353,7,3155070
IA,2020-08-04,-6,20,219,-1,-32,7,200,4,3155070
IA,2020-08-05,-5,21,204,4,-29,7,614,12,3155070
IA,2020-08-06,-5,11,208,3,-31,8,703,9,3155070
IA,2020-08-07,5,16,252,8,-29,4,503,5,3155070
IA,2020-08-08,-5,20,264,13,-6,0,421,12,3155070
IA,2020-08-09,3,22,215,10,-8,-1,503,5,3155070
IA,2020-08-10,-3,9,147,4,-33,-1,285,3,3155070
IA,2020-08-11,4,23,187,13,-41,-2,255,7,3155070
IA,2020-08-12,7,29,172,14,-35,0,477,11,3155070
IA,2020-08-13,4,21,185,8,-35,3,530,8,3155070
IA,2020-08-14,4,22,199,10,-32,1,599,7,3155070
IA,2020-08-15,-4,24,244,17,-5,-3,858,7,3155070
IA,2020-08-16,8,29,231,12,-7,-3,640,2,3155070
IA,2020-08-17,5,20,NA,4,-30,5,396,12,3155070
IA,2020-08-18,2,17,NA,-1,-31,6,140,2,3155070
IA,2020-08-19,4,20,NA,4,-29,5,311,16,3155070
IA,2020-08-20,2,11,NA,2,-30,6,1253,11,3155070
IA,2020-08-21,4,16,NA,7,-28,3,473,5,3155070
IA,2020-08-22,-5,19,NA,9,-3,0,729,9,3155070
IA,2020-08-23,6,24,NA,7,-5,-1,540,6,3155070
IA,2020-08-24,1,16,NA,-3,-29,6,356,8,3155070
IA,2020-08-25,-3,13,NA,-4,-30,7,663,8,3155070
IA,2020-08-26,0,16,NA,2,-27,6,921,14,3155070
IA,2020-08-27,-3,8,NA,-1,-28,7,3269,25,3155070
IA,2020-08-28,0,13,NA,2,-25,3,1344,4,3155070
IA,2020-08-29,-4,20,NA,8,-1,0,371,13,3155070
IA,2020-08-30,6,23,NA,4,-5,-1,1009,5,3155070
IA,2020-08-31,0,16,NA,-3,-27,6,615,3,3155070
IA,2020-09-01,-1,17,NA,-3,-29,6,625,6,3155070
IA,2020-09-02,1,18,NA,2,-26,5,818,4,3155070
IA,2020-09-03,2,15,NA,3,-28,5,885,9,3155070
IA,2020-09-04,5,20,NA,12,-27,1,1105,6,3155070
IA,2020-09-05,-6,23,NA,7,-11,-1,991,20,3155070
IA,2020-09-06,5,26,NA,1,-12,-2,763,4,3155070
IA,2020-09-07,-3,10,NA,-7,-73,16,393,3,3155070
IA,2020-09-08,-9,13,35,-10,-31,8,462,11,3155070
IA,2020-09-09,-5,14,45,-7,-27,7,400,15,3155070
IA,2020-09-10,-7,6,64,-9,-29,7,1010,13,3155070
IA,2020-09-11,-4,8,73,-5,-25,4,795,5,3155070
IA,2020-09-12,-6,17,139,1,-2,1,627,5,3155070
IA,2020-09-13,4,20,214,7,-5,-1,809,1,3155070
IA,2020-09-14,0,12,154,-5,-23,4,429,6,3155070
IA,2020-09-15,-1,12,149,-5,-25,5,454,10,3155070
IA,2020-09-16,0,12,155,1,-24,4,1290,14,3155070
IA,2020-09-17,-2,6,162,-1,-26,5,636,3,3155070
IA,2020-09-18,3,11,180,3,-22,1,1241,9,3155070
IA,2020-09-19,-3,17,234,5,-2,-1,828,4,3155070
IA,2020-09-20,4,21,197,8,-5,-1,664,1,3155070
IA,2020-09-21,-1,13,139,-4,-25,5,692,9,3155070
IA,2020-09-22,-5,10,127,-8,-26,6,561,12,3155070
IA,2020-09-23,-3,13,127,-3,-22,5,1056,8,3155070
IA,2020-09-24,-4,6,131,-7,-24,6,1225,8,3155070
IA,2020-09-25,0,10,158,-3,-21,2,1103,5,3155070
IA,2020-09-26,-5,15,205,-1,-1,-1,903,4,3155070
IA,2020-09-27,-2,18,89,-2,-6,1,769,4,3155070
IA,2020-09-28,-4,12,76,-9,-22,6,642,6,3155070
IA,2020-09-29,-6,11,89,-10,-24,6,632,5,3155070
IA,2020-09-30,-3,13,85,-3,-22,5,1199,20,3155070
IA,2020-10-01,-2,9,80,-5,-22,5,1179,14,3155070
IA,2020-10-02,2,13,107,0,-19,2,1016,12,3155070
IA,2020-10-03,-5,18,97,-2,-3,1,939,5,3155070
IA,2020-10-04,4,21,139,-1,-5,-1,620,6,3155070
IA,2020-10-05,-3,14,88,-8,-22,5,405,6,3155070
IA,2020-10-06,-5,12,118,-8,-24,5,574,11,3155070
IA,2020-10-07,-3,14,129,-3,-21,5,1052,15,3155070
IA,2020-10-08,-4,7,141,-5,-22,5,1609,6,3155070
IA,2020-10-09,0,11,166,-1,-20,2,1233,20,3155070
IA,2020-10-10,-5,17,231,-1,-1,-2,1134,14,3155070
IA,2020-10-11,3,21,194,1,-5,-1,1094,5,3155070
IA,2020-10-12,-3,12,100,-7,-24,6,509,12,3155070
IA,2020-10-13,-7,9,105,-9,-23,6,701,14,3155070
IA,2020-10-14,-4,12,92,0,-20,6,1550,12,3155070
IA,2020-10-15,-5,8,82,-6,-22,6,1193,8,3155070
IA,2020-10-16,0,10,88,-1,-20,3,1334,17,3155070
IA,2020-10-17,-6,14,130,-2,-2,1,1291,4,3155070
IA,2020-10-18,-3,15,44,-3,-7,2,859,1,3155070
IA,2020-10-19,-10,8,27,-12,-22,8,623,11,3155070
IA,2020-10-20,-10,7,22,-12,-23,8,946,17,3155070
IA,2020-10-21,-5,10,47,-4,-20,6,1112,27,3155070
IA,2020-10-22,-8,2,31,-9,-22,8,2008,18,3155070
IA,2020-10-23,-2,8,37,-5,-19,5,1087,19,3155070
IA,2020-10-24,-9,13,59,-6,-1,2,1733,11,3155070
IA,2020-10-25,-9,11,19,-12,-8,4,1213,3,3155070
IA,2020-10-26,-9,6,15,-16,-22,8,859,14,3155070
IA,2020-10-27,-9,6,31,-11,-22,8,1079,13,3155070
IA,2020-10-28,-5,9,50,-7,-20,6,2150,20,3155070
IA,2020-10-29,-6,4,33,-10,-22,7,2423,15,3155070
IA,2020-10-30,1,12,69,-6,-20,4,2670,10,3155070
IA,2020-10-31,-9,17,113,-8,-1,1,2941,10,3155070
IA,2020-11-01,-3,14,29,-11,-7,2,2395,1,3155070
IA,2020-11-02,-6,10,50,-15,-21,7,1762,24,3155070
IA,2020-11-03,1,13,104,-13,-24,6,1639,24,3155070
IA,2020-11-04,-8,7,75,-10,-21,7,2760,22,3155070
IA,2020-11-05,-9,3,81,-14,-23,8,4851,15,3155070
IA,2020-11-06,-4,6,89,-10,-21,5,3341,16,3155070
IA,2020-11-07,-9,10,110,-9,-1,3,4559,11,3155070
IA,2020-11-08,-3,14,94,-12,-6,2,3529,13,3155070
IA,2020-11-09,-9,8,40,-18,-23,8,5102,8,3155070
IA,2020-11-10,-18,0,-9,-24,-27,12,3899,24,3155070
IA,2020-11-11,-7,10,28,-12,-28,10,5038,25,3155070
IA,2020-11-12,-14,-1,24,-18,-25,10,4402,32,3155070
IA,2020-11-13,-8,11,24,-14,-22,8,5452,18,3155070
IA,2020-11-14,-15,7,7,-20,-3,6,4637,24,3155070
IA,2020-11-15,-12,7,1,-22,-10,5,3824,12,3155070
IA,2020-11-16,-12,6,27,-19,-25,9,3222,6,3155070
IA,2020-11-17,-16,5,17,-20,-27,10,3035,37,3155070
IA,2020-11-18,-12,8,35,-14,-25,10,4129,38,3155070
IA,2020-11-19,-13,1,66,-16,-26,10,4149,40,3155070
IA,2020-11-20,-11,7,34,-15,-22,8,4284,29,3155070
IA,2020-11-21,-17,11,26,-14,-1,6,3700,25,3155070
IA,2020-11-22,-10,12,31,-20,-8,5,2839,32,3155070
IA,2020-11-23,-10,13,10,-20,-26,10,2709,15,3155070
IA,2020-11-24,-12,16,-13,-20,-29,12,2894,19,3155070
IA,2020-11-25,6,49,1,-12,-35,10,3492,45,3155070
IA,2020-11-26,-74,-32,19,-49,-83,26,3188,41,3155070
IA,2020-11-27,-11,-7,30,-37,-58,17,1459,40,3155070
ID,2020-02-15,3,3,7,0,-1,0,0,0,1787065
ID,2020-02-16,11,3,14,0,-1,0,0,0,1787065
ID,2020-02-17,10,4,44,0,-25,3,0,0,1787065
ID,2020-02-18,1,3,20,9,1,0,0,0,1787065
ID,2020-02-19,2,3,12,7,2,0,0,0,1787065
ID,2020-02-20,5,3,16,7,2,0,0,0,1787065
ID,2020-02-21,4,2,22,7,3,-1,0,0,1787065
ID,2020-02-22,6,6,40,9,2,-1,0,0,1787065
ID,2020-02-23,12,7,44,9,2,-1,0,0,1787065
ID,2020-02-24,5,5,18,4,9,-2,0,0,1787065
ID,2020-02-25,6,5,30,9,2,-1,0,0,1787065
ID,2020-02-26,9,8,24,7,3,-1,0,0,1787065
ID,2020-02-27,10,8,47,10,3,-1,0,0,1787065
ID,2020-02-28,10,7,46,9,1,-2,0,0,1787065
ID,2020-02-29,10,9,14,11,3,-2,0,0,1787065
ID,2020-03-01,21,15,53,16,4,-2,0,0,1787065
ID,2020-03-02,9,11,22,3,9,-3,0,0,1787065
ID,2020-03-03,11,15,43,7,3,-1,0,0,1787065
ID,2020-03-04,9,13,34,7,4,-1,0,0,1787065
ID,2020-03-05,10,14,55,13,2,-1,0,0,1787065
ID,2020-03-06,7,8,41,8,2,-1,0,0,1787065
ID,2020-03-07,8,9,2,11,2,-1,0,0,1787065
ID,2020-03-08,17,14,66,14,3,-1,0,0,1787065
ID,2020-03-09,6,11,38,5,9,-3,0,0,1787065
ID,2020-03-10,9,14,65,11,2,-1,0,0,1787065
ID,2020-03-11,8,13,60,6,3,-1,0,0,1787065
ID,2020-03-12,9,23,54,7,1,-1,0,0,1787065
ID,2020-03-13,6,33,33,2,0,0,0,0,1787065
ID,2020-03-14,-6,26,-11,-2,-1,3,1,0,1787065
ID,2020-03-15,2,26,28,2,-8,3,4,0,1787065
ID,2020-03-16,2,31,65,-2,-4,1,0,0,1787065
ID,2020-03-17,-7,22,56,-2,-19,7,0,0,1787065
ID,2020-03-18,-12,17,48,-6,-23,9,5,0,1787065
ID,2020-03-19,-15,13,93,-9,-27,10,13,0,1787065
ID,2020-03-20,-21,12,69,-16,-28,10,8,0,1787065
ID,2020-03-21,-29,5,76,-10,-18,7,11,0,1787065
ID,2020-03-22,-22,1,140,-11,-27,5,5,0,1787065
ID,2020-03-23,-24,1,46,-20,-30,9,4,0,1787065
ID,2020-03-24,-26,0,40,-14,-36,13,20,0,1787065
ID,2020-03-25,-27,7,10,-19,-38,14,52,0,1787065
ID,2020-03-26,-40,-10,24,-26,-44,17,66,3,1787065
ID,2020-03-27,-43,-14,11,-33,-43,18,41,1,1787065
ID,2020-03-28,-47,-17,13,-29,-31,12,31,1,1787065
ID,2020-03-29,-42,-18,25,-34,-38,10,49,1,1787065
ID,2020-03-30,-38,-14,11,-31,-40,14,105,1,1787065
ID,2020-03-31,-38,-12,-2,-28,-45,18,110,2,1787065
ID,2020-04-01,-35,-8,13,-28,-45,17,144,0,1787065
ID,2020-04-02,-38,-10,29,-31,-46,18,222,0,1787065
ID,2020-04-03,-39,-9,20,-33,-45,18,122,1,1787065
ID,2020-04-04,-46,-13,24,-30,-34,12,64,0,1787065
ID,2020-04-05,-40,-14,30,-36,-39,10,24,0,1787065
ID,2020-04-06,-34,-9,48,-31,-41,13,69,3,1787065
ID,2020-04-07,-33,-6,89,-25,-46,16,40,2,1787065
ID,2020-04-08,-32,-6,92,-25,-46,15,22,3,1787065
ID,2020-04-09,-32,-4,110,-29,-46,16,121,6,1787065
ID,2020-04-10,-35,-3,86,-30,-46,16,43,1,1787065
ID,2020-04-11,-40,0,12,-35,-34,11,11,2,1787065
ID,2020-04-12,-51,-20,50,-40,-42,8,51,0,1787065
ID,2020-04-13,-33,-12,52,-32,-39,13,28,6,1787065
ID,2020-04-14,-32,-10,55,-27,-43,16,0,6,1787065
ID,2020-04-15,-25,-4,17,-30,-43,16,101,2,1787065
ID,2020-04-16,-26,-4,68,-31,-43,16,22,0,1787065
ID,2020-04-17,-30,-6,79,-29,-42,15,46,2,1787065
ID,2020-04-18,-33,-6,73,-22,-29,8,13,1,1787065
ID,2020-04-19,-21,-2,138,-26,-34,6,4,1,1787065
ID,2020-04-20,-21,-4,110,-23,-37,11,64,3,1787065
ID,2020-04-21,-23,-1,109,-21,-42,14,30,3,1787065
ID,2020-04-22,-25,-3,52,-22,-41,15,36,3,1787065
ID,2020-04-23,-29,-6,30,-25,-42,16,34,0,1787065
ID,2020-04-24,-30,-6,68,-24,-41,14,34,0,1787065
ID,2020-04-25,-31,-3,71,-18,-27,8,17,2,1787065
ID,2020-04-26,-18,3,164,-19,-33,5,10,0,1787065
ID,2020-04-27,-21,-2,63,-21,-36,11,20,2,1787065
ID,2020-04-28,-19,3,129,-15,-41,4,35,2,1787065
ID,2020-04-29,-20,2,107,-16,-41,13,32,0,1787065
ID,2020-04-30,-22,-2,56,-19,-41,14,31,3,1787065
ID,2020-05-01,-18,2,108,-15,-38,11,20,0,1787065
ID,2020-05-02,-23,2,107,-8,-23,5,26,1,1787065
ID,2020-05-03,-11,5,121,-14,-29,4,0,0,1787065
ID,2020-05-04,-10,4,121,-14,-31,8,45,0,1787065
ID,2020-05-05,-10,10,134,-8,-36,11,21,1,1787065
ID,2020-05-06,-17,2,43,-13,-36,13,31,1,1787065
ID,2020-05-07,-14,8,122,-11,-36,11,20,1,1787065
ID,2020-05-08,-17,12,133,-10,-35,10,27,0,1787065
ID,2020-05-09,-17,26,NA,-2,-21,3,25,0,1787065
ID,2020-05-10,-4,31,220,-3,-24,0,0,0,1787065
ID,2020-05-11,-13,4,124,-8,-30,8,30,3,1787065
ID,2020-05-12,-15,6,88,-10,-35,11,33,-1,1787065
ID,2020-05-13,-14,8,60,-10,-34,12,31,0,1787065
ID,2020-05-14,-16,4,67,-12,-36,12,27,3,1787065
ID,2020-05-15,-18,5,96,-10,-34,10,38,1,1787065
ID,2020-05-16,-16,7,NA,3,-16,3,30,0,1787065
ID,2020-05-17,-2,11,159,0,-20,3,0,0,1787065
ID,2020-05-18,-3,5,74,-9,-27,7,36,1,1787065
ID,2020-05-19,-4,9,80,-5,-32,10,21,3,1787065
ID,2020-05-20,-4,8,25,-3,-32,11,30,0,1787065
ID,2020-05-21,-2,12,96,4,-33,10,28,0,1787065
ID,2020-05-22,-7,11,88,4,-33,9,61,2,1787065
ID,2020-05-23,-13,11,NA,11,-16,3,31,0,1787065
ID,2020-05-24,6,21,322,11,-21,0,0,0,1787065
ID,2020-05-25,-2,13,309,0,-69,10,58,0,1787065
ID,2020-05-26,-2,14,151,5,-31,8,15,2,1787065
ID,2020-05-27,1,14,169,6,-29,7,32,1,1787065
ID,2020-05-28,1,14,192,6,-30,7,38,0,1787065
ID,2020-05-29,-6,12,187,7,-28,6,34,0,1787065
ID,2020-05-30,-10,11,NA,17,-6,1,36,0,1787065
ID,2020-05-31,7,16,220,19,-11,0,0,0,1787065
ID,2020-06-01,7,13,174,8,-24,4,67,1,1787065
ID,2020-06-02,5,16,219,10,-28,6,27,0,1787065
ID,2020-06-03,6,17,180,13,-28,6,57,0,1787065
ID,2020-06-04,4,16,203,8,-29,6,64,0,1787065
ID,2020-06-05,-2,12,181,3,-29,5,57,0,1787065
