province,region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
British Columbia,qathet Regional District,2020-03-18,,,,,-33,
British Columbia,qathet Regional District,2020-03-19,,-17,,,-38,
British Columbia,qathet Regional District,2020-03-20,,-12,,,-38,
British Columbia,qathet Regional District,2020-03-23,,,,,-36,
British Columbia,qathet Regional District,2020-03-24,,,,,-45,
British Columbia,qathet Regional District,2020-03-25,,,,,-44,
British Columbia,qathet Regional District,2020-03-26,,,,,-43,
British Columbia,qathet Regional District,2020-03-27,,-21,,,-41,
British Columbia,qathet Regional District,2020-03-30,,,,,-45,
British Columbia,qathet Regional District,2020-03-31,,,,,-42,
British Columbia,qathet Regional District,2020-04-01,,,,,-45,
British Columbia,qathet Regional District,2020-04-02,,,,,-46,
British Columbia,qathet Regional District,2020-04-03,,,,,-42,
British Columbia,qathet Regional District,2020-04-06,,,,,-38,
British Columbia,qathet Regional District,2020-04-07,,,,,-41,
British Columbia,qathet Regional District,2020-04-08,,,,,-44,
British Columbia,qathet Regional District,2020-04-09,,-17,,,-40,
British Columbia,qathet Regional District,2020-04-10,,,,,-62,
British Columbia,qathet Regional District,2020-04-13,,,,,-61,
British Columbia,qathet Regional District,2020-04-14,,,,,-42,
British Columbia,qathet Regional District,2020-04-15,,,,,-50,
British Columbia,qathet Regional District,2020-04-16,,-25,,,-43,
British Columbia,qathet Regional District,2020-04-17,,-27,,,-40,
British Columbia,qathet Regional District,2020-04-18,,-28,,,,
British Columbia,qathet Regional District,2020-04-20,,-29,,,-40,
British Columbia,qathet Regional District,2020-04-21,,-29,,,-37,
British Columbia,qathet Regional District,2020-04-22,,,,,-44,
British Columbia,qathet Regional District,2020-04-23,,-27,,,-40,
British Columbia,qathet Regional District,2020-04-24,,-29,,,-37,
British Columbia,qathet Regional District,2020-04-25,,-32,,,,
British Columbia,qathet Regional District,2020-04-27,,,,,-41,
British Columbia,qathet Regional District,2020-04-28,,,,,-43,
British Columbia,qathet Regional District,2020-04-29,,,,,-43,
British Columbia,qathet Regional District,2020-04-30,,,,,-44,
British Columbia,qathet Regional District,2020-05-01,,-27,,,-39,
British Columbia,qathet Regional District,2020-05-02,,-32,,,,
British Columbia,qathet Regional District,2020-05-04,,,,,-38,
British Columbia,qathet Regional District,2020-05-05,,,,,-39,
British Columbia,qathet Regional District,2020-05-06,,,,,-30,
British Columbia,qathet Regional District,2020-05-07,,-20,,,-37,
British Columbia,qathet Regional District,2020-05-08,,-19,,,-32,
British Columbia,qathet Regional District,2020-05-09,,-19,,,,
British Columbia,qathet Regional District,2020-05-11,,,,,-40,
British Columbia,qathet Regional District,2020-05-12,,-19,,,-36,
British Columbia,qathet Regional District,2020-05-13,,,,,-40,
British Columbia,qathet Regional District,2020-05-14,,-17,,,-35,
British Columbia,qathet Regional District,2020-05-15,,-17,,,-34,
British Columbia,qathet Regional District,2020-05-16,,-20,,,,
British Columbia,qathet Regional District,2020-05-18,,,,,-63,
British Columbia,qathet Regional District,2020-05-19,,-14,,,-33,
British Columbia,qathet Regional District,2020-05-20,,,,,-32,
British Columbia,qathet Regional District,2020-05-21,,-14,,,-28,
British Columbia,qathet Regional District,2020-05-22,,-16,,,-24,
British Columbia,qathet Regional District,2020-05-23,,-16,,,,
British Columbia,qathet Regional District,2020-05-25,,-20,,,-24,
British Columbia,qathet Regional District,2020-05-26,,-16,,,-27,
British Columbia,qathet Regional District,2020-05-27,,,,,-25,
British Columbia,qathet Regional District,2020-05-28,,-13,,,-25,
British Columbia,qathet Regional District,2020-05-29,,-15,,,-26,
British Columbia,qathet Regional District,2020-05-30,,-17,,,,
British Columbia,qathet Regional District,2020-06-01,,-13,,,-18,
British Columbia,qathet Regional District,2020-06-02,,-14,,,-25,
British Columbia,qathet Regional District,2020-06-03,,,,,-18,
British Columbia,qathet Regional District,2020-06-04,,-17,,,-22,
British Columbia,qathet Regional District,2020-06-05,,-19,,,-27,
British Columbia,qathet Regional District,2020-06-06,,-9,,,,
British Columbia,qathet Regional District,2020-06-08,,-17,,,-18,
British Columbia,qathet Regional District,2020-06-09,,-15,,,-25,
British Columbia,qathet Regional District,2020-06-10,,,,,-21,
British Columbia,qathet Regional District,2020-06-11,,-5,,,-21,
British Columbia,qathet Regional District,2020-06-12,,-5,,,-20,
British Columbia,qathet Regional District,2020-06-13,,-5,,,2,
British Columbia,qathet Regional District,2020-06-14,,-13,,,,
British Columbia,qathet Regional District,2020-06-15,,-4,,,-23,
British Columbia,qathet Regional District,2020-06-16,,,,,-20,
British Columbia,qathet Regional District,2020-06-17,,,,,-22,
British Columbia,qathet Regional District,2020-06-18,,-15,,,-23,
British Columbia,qathet Regional District,2020-06-19,,-10,,,-23,
British Columbia,qathet Regional District,2020-06-20,,1,,,-4,
British Columbia,qathet Regional District,2020-06-22,,-11,,,-25,
British Columbia,qathet Regional District,2020-06-23,,-12,,,-25,
British Columbia,qathet Regional District,2020-06-24,,,,,-23,
British Columbia,qathet Regional District,2020-06-25,,-13,,,-18,
British Columbia,qathet Regional District,2020-06-26,,-9,,,-23,
British Columbia,qathet Regional District,2020-06-27,,-8,,,-8,
British Columbia,qathet Regional District,2020-06-28,,,,,-10,
British Columbia,qathet Regional District,2020-06-29,,-2,,,-26,
British Columbia,qathet Regional District,2020-06-30,,,,,-26,
British Columbia,qathet Regional District,2020-07-01,,,,,-54,
British Columbia,qathet Regional District,2020-07-02,,5,,,-31,
British Columbia,qathet Regional District,2020-07-03,,6,,,-29,
British Columbia,qathet Regional District,2020-07-04,,,,,1,
British Columbia,qathet Regional District,2020-07-05,,,,,-18,
British Columbia,qathet Regional District,2020-07-06,,,,,-25,
British Columbia,qathet Regional District,2020-07-07,,,,,-28,
British Columbia,qathet Regional District,2020-07-08,,,,,-23,
British Columbia,qathet Regional District,2020-07-09,,-7,,,-25,
British Columbia,qathet Regional District,2020-07-10,,-6,,,-20,
British Columbia,qathet Regional District,2020-07-11,,-3,,,-10,
British Columbia,qathet Regional District,2020-07-12,,,,,-15,
British Columbia,qathet Regional District,2020-07-13,,,,,-19,
British Columbia,qathet Regional District,2020-07-14,,,,,-23,
British Columbia,qathet Regional District,2020-07-15,,,,,-23,
British Columbia,qathet Regional District,2020-07-16,,-3,,,-25,
British Columbia,qathet Regional District,2020-07-17,,1,,,-22,
British Columbia,qathet Regional District,2020-07-18,,,,,-1,
British Columbia,qathet Regional District,2020-07-19,,,,,-14,
British Columbia,qathet Regional District,2020-07-20,,,,,-20,
British Columbia,qathet Regional District,2020-07-21,,,,,-25,
British Columbia,qathet Regional District,2020-07-22,,,,,-22,
British Columbia,qathet Regional District,2020-07-23,,-11,,,-24,
British Columbia,qathet Regional District,2020-07-24,,4,,,-25,
British Columbia,qathet Regional District,2020-07-25,,,,,-16,
British Columbia,qathet Regional District,2020-07-26,,,,,-12,
British Columbia,qathet Regional District,2020-07-27,,,,,-25,
British Columbia,qathet Regional District,2020-07-28,,,,,-22,
British Columbia,qathet Regional District,2020-07-29,,,,,-25,
British Columbia,qathet Regional District,2020-07-30,,6,,,-26,
British Columbia,qathet Regional District,2020-07-31,,15,,,-26,
British Columbia,qathet Regional District,2020-08-01,,10,,,-8,
British Columbia,qathet Regional District,2020-08-02,,,,,-24,
British Columbia,qathet Regional District,2020-08-03,,,,,-56,
British Columbia,qathet Regional District,2020-08-04,,,,,-25,
British Columbia,qathet Regional District,2020-08-05,,,,,-23,
British Columbia,qathet Regional District,2020-08-06,,4,,,-24,
British Columbia,qathet Regional District,2020-08-07,,4,,,-24,
British Columbia,qathet Regional District,2020-08-08,,,,,-12,
British Columbia,qathet Regional District,2020-08-09,,,,,-13,
British Columbia,qathet Regional District,2020-08-10,,,,,-24,
British Columbia,qathet Regional District,2020-08-11,,,,,-22,
British Columbia,qathet Regional District,2020-08-12,,,,,-23,
British Columbia,qathet Regional District,2020-08-13,,5,,,-25,
British Columbia,qathet Regional District,2020-08-14,,5,,,-29,
British Columbia,qathet Regional District,2020-08-15,,5,,,-10,
British Columbia,qathet Regional District,2020-08-16,,,,,-19,
British Columbia,qathet Regional District,2020-09-11,,-18,,,-26,
British Columbia,qathet Regional District,2020-09-12,,,,,-9,
British Columbia,qathet Regional District,2020-09-13,,,,,-24,
British Columbia,qathet Regional District,2020-09-14,,,,,-27,
British Columbia,qathet Regional District,2020-09-15,,,,,-28,
British Columbia,qathet Regional District,2020-09-16,,,,,-27,
British Columbia,qathet Regional District,2020-09-17,,,,,-25,
British Columbia,qathet Regional District,2020-09-18,,-19,,,-25,
British Columbia,qathet Regional District,2020-09-19,,,,,-8,
British Columbia,qathet Regional District,2020-09-20,,,,,-11,
British Columbia,qathet Regional District,2020-09-21,,,,,-24,
British Columbia,qathet Regional District,2020-09-22,,,,,-20,
British Columbia,qathet Regional District,2020-09-23,,,,,-21,
British Columbia,qathet Regional District,2020-09-24,,,,,-21,
British Columbia,qathet Regional District,2020-09-25,,,,,-21,
British Columbia,qathet Regional District,2020-09-26,,,,,-6,
British Columbia,qathet Regional District,2020-09-27,,,,,-11,
British Columbia,qathet Regional District,2020-09-28,,,,,-20,
British Columbia,qathet Regional District,2020-09-29,,,,,-22,
British Columbia,qathet Regional District,2020-09-30,,,,,-19,
British Columbia,qathet Regional District,2020-10-01,,,,,-17,
British Columbia,qathet Regional District,2020-10-02,,,,,-18,
British Columbia,qathet Regional District,2020-10-03,,,,,-8,
British Columbia,qathet Regional District,2020-10-04,,,,,-11,
British Columbia,qathet Regional District,2020-10-05,,,,,-24,
British Columbia,qathet Regional District,2020-10-06,,,,,-20,
British Columbia,Squamish-Lillooet,2020-02-15,0,8,23,-13,-2,0
British Columbia,Squamish-Lillooet,2020-02-16,19,23,132,0,-3,
British Columbia,Squamish-Lillooet,2020-02-17,38,31,,9,-42,8
British Columbia,Squamish-Lillooet,2020-02-18,18,19,,13,0,-1
British Columbia,Squamish-Lillooet,2020-02-19,18,16,101,16,2,-1
British Columbia,Squamish-Lillooet,2020-02-20,16,17,92,0,1,-1
British Columbia,Squamish-Lillooet,2020-02-21,10,7,75,0,6,-3
British Columbia,Squamish-Lillooet,2020-02-22,4,10,62,1,2,-1
British Columbia,Squamish-Lillooet,2020-02-23,2,8,19,-11,-1,
British Columbia,Squamish-Lillooet,2020-02-24,2,6,58,3,-3,0
British Columbia,Squamish-Lillooet,2020-02-25,2,9,20,-11,0,0
British Columbia,Squamish-Lillooet,2020-02-26,5,8,28,6,2,-1
British Columbia,Squamish-Lillooet,2020-02-27,5,12,10,4,1,0
British Columbia,Squamish-Lillooet,2020-02-28,8,11,7,-11,6,-2
British Columbia,Squamish-Lillooet,2020-02-29,9,18,73,-4,0,-2
British Columbia,Squamish-Lillooet,2020-03-01,9,18,103,-2,0,
British Columbia,Squamish-Lillooet,2020-03-02,-2,9,15,-16,2,1
British Columbia,Squamish-Lillooet,2020-03-03,1,10,39,-15,-1,0
British Columbia,Squamish-Lillooet,2020-03-04,6,7,64,-7,0,-1
British Columbia,Squamish-Lillooet,2020-03-05,-3,9,-18,-17,1,1
British Columbia,Squamish-Lillooet,2020-03-06,12,9,112,-4,2,-4
British Columbia,Squamish-Lillooet,2020-03-07,-1,7,33,-9,-2,0
British Columbia,Squamish-Lillooet,2020-03-08,4,13,123,-10,-4,
British Columbia,Squamish-Lillooet,2020-03-09,-2,9,,-12,-1,0
British Columbia,Squamish-Lillooet,2020-03-10,-6,8,0,-18,-1,1
British Columbia,Squamish-Lillooet,2020-03-11,0,11,58,-3,-2,0
British Columbia,Squamish-Lillooet,2020-03-12,-5,15,28,-21,-1,1
British Columbia,Squamish-Lillooet,2020-03-13,-2,22,10,-16,2,1
British Columbia,Squamish-Lillooet,2020-03-14,-6,27,15,-23,-11,
British Columbia,Squamish-Lillooet,2020-03-15,-19,17,111,-20,-15,
British Columbia,Squamish-Lillooet,2020-03-16,-27,21,,-13,-26,9
British Columbia,Squamish-Lillooet,2020-03-17,-32,16,,-21,-39,11
British Columbia,Squamish-Lillooet,2020-03-18,-40,5,79,-20,-42,15
British Columbia,Squamish-Lillooet,2020-03-19,-47,-2,59,-31,-46,17
British Columbia,Squamish-Lillooet,2020-03-20,-50,-13,81,-37,-47,
British Columbia,Squamish-Lillooet,2020-03-21,-54,-16,120,-42,-55,
British Columbia,Squamish-Lillooet,2020-03-22,-66,-31,25,-63,-64,
British Columbia,Squamish-Lillooet,2020-03-23,-66,-25,-15,-56,-56,
British Columbia,Squamish-Lillooet,2020-03-24,-62,-23,9,-58,-59,
British Columbia,Squamish-Lillooet,2020-03-25,-60,-30,15,-45,-60,
British Columbia,Squamish-Lillooet,2020-03-26,-67,-34,-38,-67,-60,
British Columbia,Squamish-Lillooet,2020-03-27,-69,-37,-35,-62,-59,
British Columbia,Squamish-Lillooet,2020-03-28,-76,-44,-60,-77,-63,
British Columbia,Squamish-Lillooet,2020-03-29,-72,-42,14,-67,-64,
British Columbia,Squamish-Lillooet,2020-03-30,-71,-44,-34,-61,-60,
British Columbia,Squamish-Lillooet,2020-03-31,-63,-30,-8,-59,-59,
British Columbia,Squamish-Lillooet,2020-04-01,-62,-34,-10,-51,-59,
British Columbia,Squamish-Lillooet,2020-04-02,-66,-39,-28,-64,-59,
British Columbia,Squamish-Lillooet,2020-04-03,-66,-37,-21,-64,-56,
British Columbia,Squamish-Lillooet,2020-04-04,-70,-40,-23,-64,-63,
British Columbia,Squamish-Lillooet,2020-04-05,-68,-41,20,-61,-67,
British Columbia,Squamish-Lillooet,2020-04-06,-64,-37,17,-62,-58,
British Columbia,Squamish-Lillooet,2020-04-07,-61,-29,25,-51,-58,
British Columbia,Squamish-Lillooet,2020-04-08,-60,-32,12,-50,-56,
British Columbia,Squamish-Lillooet,2020-04-09,-56,-24,9,-50,-57,
British Columbia,Squamish-Lillooet,2020-04-10,-61,-34,35,-58,-73,
British Columbia,Squamish-Lillooet,2020-04-11,-66,-33,-1,-59,-66,
British Columbia,Squamish-Lillooet,2020-04-12,-72,-52,19,-62,-67,
British Columbia,Squamish-Lillooet,2020-04-13,-66,-38,24,-63,-68,
British Columbia,Squamish-Lillooet,2020-04-14,-59,-26,27,-48,-58,
British Columbia,Squamish-Lillooet,2020-04-15,-56,-28,15,-49,-56,
British Columbia,Squamish-Lillooet,2020-04-16,-59,-34,14,-53,-56,
British Columbia,Squamish-Lillooet,2020-04-17,-62,-36,-19,-57,-52,
British Columbia,Squamish-Lillooet,2020-04-18,-65,-36,-3,-60,-61,
British Columbia,Squamish-Lillooet,2020-04-19,-69,-43,20,-57,-63,
British Columbia,Squamish-Lillooet,2020-04-20,-60,-32,16,-52,-56,
British Columbia,Squamish-Lillooet,2020-04-21,-58,-30,7,-55,-55,
British Columbia,Squamish-Lillooet,2020-04-22,-61,-34,-24,-56,-53,
British Columbia,Squamish-Lillooet,2020-04-23,-62,-36,-4,-60,-54,
British Columbia,Squamish-Lillooet,2020-04-24,-60,-32,-6,-58,-53,
British Columbia,Squamish-Lillooet,2020-04-25,-71,-42,-49,-72,-61,
British Columbia,Squamish-Lillooet,2020-04-26,-68,-41,6,-62,-67,
British Columbia,Squamish-Lillooet,2020-04-27,-64,-35,-9,-64,-54,
British Columbia,Squamish-Lillooet,2020-04-28,-57,-30,5,-53,-56,
British Columbia,Squamish-Lillooet,2020-04-29,-60,-30,-26,-60,-54,
British Columbia,Squamish-Lillooet,2020-04-30,-54,-29,9,-48,-53,
British Columbia,Squamish-Lillooet,2020-05-01,-53,-28,20,-48,-51,
British Columbia,Squamish-Lillooet,2020-05-02,-68,-38,-51,-75,-59,
British Columbia,Squamish-Lillooet,2020-05-03,-64,-35,17,-58,-63,
British Columbia,Squamish-Lillooet,2020-05-04,-57,-28,23,-50,-50,
British Columbia,Squamish-Lillooet,2020-05-05,-48,-16,,-44,-52,17
British Columbia,Squamish-Lillooet,2020-05-06,-54,-25,-8,-46,-53,
British Columbia,Squamish-Lillooet,2020-05-07,-51,-24,56,-47,-52,
British Columbia,Squamish-Lillooet,2020-05-08,-48,-17,81,-48,-51,
British Columbia,Squamish-Lillooet,2020-05-09,-48,-6,82,-52,-58,
British Columbia,Squamish-Lillooet,2020-05-10,-51,-20,115,-47,-58,
British Columbia,Squamish-Lillooet,2020-05-11,-54,-23,56,-48,-49,17
British Columbia,Squamish-Lillooet,2020-05-12,-52,-20,32,-53,-50,18
British Columbia,Squamish-Lillooet,2020-05-13,-51,-24,7,-42,-49,19
British Columbia,Squamish-Lillooet,2020-05-14,-51,-24,33,-46,-50,17
British Columbia,Squamish-Lillooet,2020-05-15,-47,-17,81,-43,-48,14
British Columbia,Squamish-Lillooet,2020-05-16,-58,-23,4,-58,-56,
British Columbia,Squamish-Lillooet,2020-05-17,-55,-22,83,-55,-58,
British Columbia,Squamish-Lillooet,2020-05-18,-33,-9,,-40,-73,
British Columbia,Squamish-Lillooet,2020-05-19,-45,-14,,-43,-45,13
British Columbia,Squamish-Lillooet,2020-05-20,-48,-20,3,-45,-46,16
British Columbia,Squamish-Lillooet,2020-05-21,-48,-19,7,-44,-47,17
British Columbia,Squamish-Lillooet,2020-05-22,-47,-24,36,-47,-42,14
British Columbia,Squamish-Lillooet,2020-05-23,-46,-14,72,-49,-48,
British Columbia,Squamish-Lillooet,2020-05-24,-53,-26,76,-57,-55,
British Columbia,Squamish-Lillooet,2020-05-25,-53,-24,9,-49,-46,16
British Columbia,Squamish-Lillooet,2020-05-26,-42,-17,,-37,-42,13
British Columbia,Squamish-Lillooet,2020-05-27,-38,-16,111,-29,-42,12
British Columbia,Squamish-Lillooet,2020-05-28,-42,-18,104,-41,-40,12
British Columbia,Squamish-Lillooet,2020-05-29,-36,-9,114,-40,-39,9
British Columbia,Squamish-Lillooet,2020-05-30,-50,-15,19,-56,-42,
British Columbia,Squamish-Lillooet,2020-05-31,-51,-20,52,-50,-46,
British Columbia,Squamish-Lillooet,2020-06-01,-42,-14,,-42,-37,11
British Columbia,Squamish-Lillooet,2020-06-02,-44,-12,20,-56,-40,16
British Columbia,Squamish-Lillooet,2020-06-03,-41,-20,60,-37,-39,12
British Columbia,Squamish-Lillooet,2020-06-04,-42,-18,51,-50,-38,13
British Columbia,Squamish-Lillooet,2020-06-05,-35,-22,135,-45,-37,9
British Columbia,Squamish-Lillooet,2020-06-06,-43,-18,86,-51,-40,
British Columbia,Squamish-Lillooet,2020-06-07,-29,-16,,-47,-45,
British Columbia,Squamish-Lillooet,2020-06-08,-43,-22,64,-47,-39,12
British Columbia,Squamish-Lillooet,2020-06-09,-44,-21,26,-49,-41,13
British Columbia,Squamish-Lillooet,2020-06-10,-39,-24,40,-44,-37,12
British Columbia,Squamish-Lillooet,2020-06-11,-42,-21,21,-54,-38,14
British Columbia,Squamish-Lillooet,2020-06-12,-37,-16,41,-54,-36,12
British Columbia,Squamish-Lillooet,2020-06-13,-40,-9,97,-57,-37,
British Columbia,Squamish-Lillooet,2020-06-14,-41,-19,98,-59,-42,
British Columbia,Squamish-Lillooet,2020-06-15,-44,-18,28,-56,-38,13
British Columbia,Squamish-Lillooet,2020-06-16,-34,-10,,-46,-38,9
British Columbia,Squamish-Lillooet,2020-06-17,-33,-13,,-37,-35,8
British Columbia,Squamish-Lillooet,2020-06-18,-30,-9,,-33,-36,8
British Columbia,Squamish-Lillooet,2020-06-19,-28,-5,153,-47,-33,5
British Columbia,Squamish-Lillooet,2020-06-20,-35,-3,75,-65,-38,
British Columbia,Squamish-Lillooet,2020-06-21,-30,-11,,-44,-39,
British Columbia,Squamish-Lillooet,2020-06-22,-37,-13,,-47,-40,9
British Columbia,Squamish-Lillooet,2020-06-23,-33,-8,,-47,-39,11
British Columbia,Squamish-Lillooet,2020-06-24,-32,-11,93,-41,-36,10
British Columbia,Squamish-Lillooet,2020-06-25,-26,-9,,-35,-34,6
British Columbia,Squamish-Lillooet,2020-06-26,-24,3,128,-45,-32,6
British Columbia,Squamish-Lillooet,2020-06-27,-24,8,157,-47,-34,
British Columbia,Squamish-Lillooet,2020-06-28,-8,18,,-31,-32,
British Columbia,Squamish-Lillooet,2020-06-29,-15,-2,,-32,-37,5
British Columbia,Squamish-Lillooet,2020-06-30,-13,1,,-41,-39,8
British Columbia,Squamish-Lillooet,2020-07-01,-10,-1,,-43,-58,
British Columbia,Squamish-Lillooet,2020-07-02,-21,-5,100,-45,-39,10
British Columbia,Squamish-Lillooet,2020-07-03,-13,7,134,-44,-39,8
British Columbia,Squamish-Lillooet,2020-07-04,-6,11,297,-21,-33,
British Columbia,Squamish-Lillooet,2020-07-05,-2,8,,-22,-33,
British Columbia,Squamish-Lillooet,2020-07-06,-23,-5,,-40,-38,6
British Columbia,Squamish-Lillooet,2020-07-07,-23,-5,,-44,-39,9
British Columbia,Squamish-Lillooet,2020-07-08,-26,-16,119,-34,-35,8
British Columbia,Squamish-Lillooet,2020-07-09,-27,-11,79,-47,-34,9
British Columbia,Squamish-Lillooet,2020-07-10,-17,-6,,-35,-31,4
British Columbia,Squamish-Lillooet,2020-07-11,-30,-10,90,-49,-30,
British Columbia,Squamish-Lillooet,2020-07-12,-19,-7,,-43,-33,
British Columbia,Squamish-Lillooet,2020-07-13,-18,-2,,-33,-37,5
British Columbia,Squamish-Lillooet,2020-07-14,-13,3,,-33,-37,4
British Columbia,Squamish-Lillooet,2020-07-15,-13,-8,,-25,-36,5
British Columbia,Squamish-Lillooet,2020-07-16,-19,-4,117,-36,-34,8
British Columbia,Squamish-Lillooet,2020-07-17,-4,9,,-28,-34,3
British Columbia,Squamish-Lillooet,2020-07-18,3,22,,-18,-33,
British Columbia,Squamish-Lillooet,2020-07-19,9,16,,-23,-38,
