date,key_apple_mobility,key_google_mobility,id,tests,confirmed,recovered,deaths,hosp,vent,icu,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index,iso_alpha_3,iso_alpha_2,iso_numeric,currency,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,key,key_alpha_2,key_numeric,metro_area,iso_3166_2_code,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,driving,walking,transit
2020-07-25,Manitoba,"CA, Manitoba",2a9fd65a,79194,375,319,7,,,,1377517,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-13,1,167,-30,-7,1,172.26,163.77,61.06
2020-07-26,Manitoba,"CA, Manitoba",2a9fd65a,79194,381,319,7,,,,1377517,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-6,1,219,-31,-9,-3,150.67,118.99,53.94
2020-07-27,Manitoba,"CA, Manitoba",2a9fd65a,82893,387,319,7,,,,1377517,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,1,9,169,-39,-36,8,169.19,164.1,70.2
2020-07-28,Manitoba,"CA, Manitoba",2a9fd65a,83790,391,319,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-2,11,192,-39,-35,8,176.72,169.72,72
2020-07-29,Manitoba,"CA, Manitoba",2a9fd65a,84415,393,325,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,4,15,179,-39,-35,7,185.17,177.3,71.85
2020-07-30,Manitoba,"CA, Manitoba",2a9fd65a,85575,395,325,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,6,22,189,-40,-35,7,188.38,178.63,74.21
2020-07-31,Manitoba,"CA, Manitoba",2a9fd65a,86575,401,337,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-2,15,156,-40,-37,6,198.21,183.35,65.82
2020-08-01,Manitoba,"CA, Manitoba",2a9fd65a,86575,403,337,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-12,1,202,-32,-11,-1,168.86,158.12,55.48
2020-08-02,Manitoba,"CA, Manitoba",2a9fd65a,86575,421,337,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-7,0,292,-38,-14,-3,146.27,121.16,55.95
2020-08-03,Manitoba,"CA, Manitoba",2a9fd65a,86575,428,337,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-20,-20,,-59,-73,12,145.56,120.02,62.37
2020-08-04,Manitoba,"CA, Manitoba",2a9fd65a,91697,428,341,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,0,17,179,-41,-37,8,178.26,167.7,77.11
2020-08-05,Manitoba,"CA, Manitoba",2a9fd65a,92721,429,342,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,4,16,172,-41,-35,7,190.26,179.13,77.09
2020-08-06,Manitoba,"CA, Manitoba",2a9fd65a,93298,459,348,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,4,21,190,-41,-34,7,190.95,182.58,73.78
2020-08-07,Manitoba,"CA, Manitoba",2a9fd65a,96553,476,351,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-7,6,151,-43,-36,6,207.98,184.54,73.25
2020-08-08,Manitoba,"CA, Manitoba",2a9fd65a,96553,492,351,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-12,0,193,-33,-7,0,184.75,171.86,67.72
2020-08-09,Manitoba,"CA, Manitoba",2a9fd65a,96553,527,352,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-10,-3,141,-35,-13,-1,148.25,120.13,60.82
2020-08-10,Manitoba,"CA, Manitoba",2a9fd65a,101101,543,354,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-1,7,157,-40,-35,7,176,161.2,73.13
2020-08-11,Manitoba,"CA, Manitoba",2a9fd65a,102391,547,360,8,,,,1377517,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-4,10,195,-43,-34,8,178.16,169.56,72.34
2020-08-12,Manitoba,"CA, Manitoba",2a9fd65a,103994,563,368,8,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-3,8,174,-43,-34,7,177.3,171.01,68.32
2020-08-13,Manitoba,"CA, Manitoba",2a9fd65a,105705,603,377,8,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-5,10,102,-47,-34,9,172.23,149.78,66.35
2020-08-14,Manitoba,"CA, Manitoba",2a9fd65a,107925,643,389,8,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-13,0,71,-49,-36,9,190.15,158.82,64.3
2020-08-15,Manitoba,"CA, Manitoba",2a9fd65a,107925,663,443,9,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-14,1,154,-35,-7,1,171.7,158.56,63.6
2020-08-16,Manitoba,"CA, Manitoba",2a9fd65a,107925,697,483,9,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-10,-3,200,-37,-10,-2,152.69,128.16,58.51
2020-08-17,Manitoba,"CA, Manitoba",2a9fd65a,113224,731,490,9,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-4,5,,-44,-35,7,167.22,158.45,73.36
2020-08-18,Manitoba,"CA, Manitoba",2a9fd65a,114339,748,502,11,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-7,7,,-45,-34,8,173.08,156.8,72.81
2020-08-19,Manitoba,"CA, Manitoba",2a9fd65a,115700,763,528,12,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-6,6,,-45,-34,7,174.28,165.81,74.12
2020-08-20,Manitoba,"CA, Manitoba",2a9fd65a,117271,796,537,12,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,2,18,,-43,-32,7,184.41,174.28,74.9
2020-08-21,Manitoba,"CA, Manitoba",2a9fd65a,119560,830,553,12,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-10,6,,-44,-34,6,196.57,178.7,71.58
2020-08-22,Manitoba,"CA, Manitoba",2a9fd65a,119560,872,570,12,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-17,-2,,-37,-6,2,164.59,157.47,62.14
2020-08-23,Manitoba,"CA, Manitoba",2a9fd65a,119560,944,576,12,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-13,-3,,-36,-10,-2,140.35,122.51,61.54
2020-08-24,Manitoba,"CA, Manitoba",2a9fd65a,124109,993,586,12,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-5,4,,-44,-34,7,165.8,158.6,69.8
2020-08-25,Manitoba,"CA, Manitoba",2a9fd65a,125672,1018,606,13,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,61.57,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-7,7,,-43,-33,8,166.97,172.15,72.6
2020-08-26,Manitoba,"CA, Manitoba",2a9fd65a,126660,1043,622,13,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,61.57,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-5,5,,-42,-32,7,170.92,179.74,71.71
2020-08-27,Manitoba,"CA, Manitoba",2a9fd65a,128035,1064,643,14,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,61.57,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,1,17,,-41,-31,7,175.48,180.7,74.93
2020-08-28,Manitoba,"CA, Manitoba",2a9fd65a,129714,1096,664,14,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-7,7,,-43,-33,6,190.09,180.96,70.03
2020-08-29,Manitoba,"CA, Manitoba",2a9fd65a,129714,1151,693,14,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-14,-1,,-33,-5,0,163.36,165.56,61.01
2020-08-30,Manitoba,"CA, Manitoba",2a9fd65a,129714,1186,710,14,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-20,-10,,-45,-13,1,119.81,100.22,51.71
2020-08-31,Manitoba,"CA, Manitoba",2a9fd65a,133902,1214,731,14,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,0,5,,-42,-33,7,159.93,156.56,75.29
2020-09-01,Manitoba,"CA, Manitoba",2a9fd65a,134885,1232,759,14,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-2,8,,-41,-33,8,164.2,164.75,76.81
2020-09-02,Manitoba,"CA, Manitoba",2a9fd65a,136520,1244,776,14,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-4,1,,-43,-32,8,164.66,160.64,71.71
2020-09-03,Manitoba,"CA, Manitoba",2a9fd65a,137809,1264,791,16,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,2,11,,-40,-30,7,173.95,187.86,77.02
2020-09-04,Manitoba,"CA, Manitoba",2a9fd65a,137809,1273,835,16,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-2,6,,-40,-32,5,193.7,195.99,77.79
2020-09-05,Manitoba,"CA, Manitoba",2a9fd65a,137809,1294,852,16,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-12,-2,,-33,-8,0,160.29,162.56,68.64
2020-09-06,Manitoba,"CA, Manitoba",2a9fd65a,137809,1323,898,16,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-5,1,,-38,-13,-1,127.44,119.46,59.91
2020-09-07,Manitoba,"CA, Manitoba",2a9fd65a,137809,1338,910,16,,,,1377517,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-44,-50,,-66,-77,18,122.16,115.43,65.01
2020-09-08,Manitoba,"CA, Manitoba",2a9fd65a,144762,1349,940,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,2,21,,-39,-33,7,155.29,169.34,88.86
2020-09-09,Manitoba,"CA, Manitoba",2a9fd65a,145640,1365,945,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-4,5,,-40,-31,7,153.37,162.9,89.31
2020-09-10,Manitoba,"CA, Manitoba",2a9fd65a,146915,1378,1002,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-2,8,,-38,-29,6,160.18,165.21,80.2
2020-09-11,Manitoba,"CA, Manitoba",2a9fd65a,148326,1393,1090,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-8,2,98,-38,-30,5,180.68,179.5,77.07
2020-09-12,Manitoba,"CA, Manitoba",2a9fd65a,148326,1410,1156,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-10,-2,125,-30,-5,1,164.28,176.79,68.93
2020-09-13,Manitoba,"CA, Manitoba",2a9fd65a,148326,1428,1173,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-9,0,100,-35,-10,0,125.59,110.53,58.62
2020-09-14,Manitoba,"CA, Manitoba",2a9fd65a,152086,1449,1176,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-4,-3,70,-41,-28,7,143.78,140.99,80.85
2020-09-15,Manitoba,"CA, Manitoba",2a9fd65a,153778,1466,1181,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-6,2,79,-40,-28,7,148.82,151.61,80.54
2020-09-16,Manitoba,"CA, Manitoba",2a9fd65a,155017,1489,1190,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-6,-2,64,-40,-28,7,151.49,155.95,82.19
2020-09-17,Manitoba,"CA, Manitoba",2a9fd65a,156387,1500,1191,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-5,3,71,-42,-26,7,155.97,159.61,82.95
2020-09-18,Manitoba,"CA, Manitoba",2a9fd65a,157071,1540,1199,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-5,2,66,-41,-27,6,178.02,186.71,82.15
2020-09-19,Manitoba,"CA, Manitoba",2a9fd65a,157071,1558,1211,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-9,-2,127,-34,-3,1,162.07,178.81,67.89
2020-09-20,Manitoba,"CA, Manitoba",2a9fd65a,157071,1586,1216,16,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-8,-2,115,-38,-9,0,123.68,115.7,63.98
2020-09-21,Manitoba,"CA, Manitoba",2a9fd65a,161953,1608,1227,18,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-7,-2,65,-44,-29,8,139,135.8,77.53
2020-09-22,Manitoba,"CA, Manitoba",2a9fd65a,163186,1632,1234,18,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-9,1,129,-42,-28,7,143.71,159.06,80.73
2020-09-23,Manitoba,"CA, Manitoba",2a9fd65a,164875,1674,1238,18,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-12,-1,39,-45,-26,8,138.56,143.97,74.35
2020-09-24,Manitoba,"CA, Manitoba",2a9fd65a,166556,1711,1243,19,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-8,3,77,-44,-24,7,144.22,148.5,72.64
2020-09-25,Manitoba,"CA, Manitoba",2a9fd65a,168637,1764,1258,19,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-11,0,90,-44,-25,6,165.85,169.32,77.78
2020-09-26,Manitoba,"CA, Manitoba",2a9fd65a,168637,1829,1265,19,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-12,0,94,-41,-3,2,149.6,153.12,67.15
2020-09-27,Manitoba,"CA, Manitoba",2a9fd65a,168637,1880,1272,19,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-15,-2,46,-45,-10,2,111.04,100.59,52.52
2020-09-28,Manitoba,"CA, Manitoba",2a9fd65a,174984,1919,1281,20,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-10,-2,32,-47,-26,8,126.78,125.43,67.58
2020-09-29,Manitoba,"CA, Manitoba",2a9fd65a,176888,1953,1327,20,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-11,2,72,-46,-26,8,132.11,136.94,70.58
2020-09-30,Manitoba,"CA, Manitoba",2a9fd65a,178777,1993,1374,20,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-12,0,9,-47,-27,8,130.88,129.52,70.03
2020-10-01,Manitoba,"CA, Manitoba",2a9fd65a,180920,2029,1388,20,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-9,6,31,-47,-24,8,134.13,133.46,68.62
2020-10-02,Manitoba,"CA, Manitoba",2a9fd65a,182263,2072,1399,21,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-14,-2,24,-44,-25,8,150.72,149.65,68.13
2020-10-03,Manitoba,"CA, Manitoba",2a9fd65a,182263,2108,1409,22,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-14,-2,49,-41,-5,4,135.87,138.74,61.46
2020-10-04,Manitoba,"CA, Manitoba",2a9fd65a,182263,2140,1421,23,,,,1377517,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-15,-3,52,-45,-12,3,104.48,92.74,50.87
2020-10-05,Manitoba,"CA, Manitoba",2a9fd65a,187564,2191,1429,23,,,,1377517,,,,,,,,,,,,,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-11,-3,42,-43,-26,8,124.02,128.08,75.1
2020-10-06,Manitoba,"CA, Manitoba",2a9fd65a,189476,2246,1441,24,,,,1377517,,,,,,,,,,,,,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-14,2,42,-45,-27,8,126.8,131.98,69.57
2020-10-07,Manitoba,"CA, Manitoba",2a9fd65a,191881,2278,1448,27,,,,1377517,,,,,,,,,,,,,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-13,0,37,-45,-25,8,128.97,129.81,69.06
2020-10-08,Manitoba,"CA, Manitoba",2a9fd65a,194567,2344,1454,27,,,,1377517,,,,,,,,,,,,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-10,7,45,-45,-23,8,134.56,131.45,69.4
2020-10-09,Manitoba,"CA, Manitoba",2a9fd65a,197550,2428,1465,30,,,,1377517,,,,,,,,,,,,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,CA-MB,,-13,6,32,-45,-26,8,153.5,151.98,70.29
2020-10-10,Manitoba,"CA, Manitoba",2a9fd65a,197550,2524,1475,32,,,,1377517,,,,,,,,,,,,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,,,,,,,,,123.63,119.34,60.74
2020-10-11,Manitoba,"CA, Manitoba",2a9fd65a,197550,2578,1483,32,,,,1377517,,,,,,,,,,,,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,,,,,,,,,88.9,81.38,49.62
2020-10-12,Manitoba,"CA, Manitoba",2a9fd65a,197550,2655,1490,34,,,,1377517,,,,,,,,,,,,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,,,,,,,,,85.69,82.97,55.15
2020-10-13,Manitoba,"CA, Manitoba",2a9fd65a,207039,2779,1496,35,,,,1377517,,,,,,,,,,,,60.65,CAN,CA,124,CAD,2,Canada,Manitoba,,53.7609,-98.8139,,,,,,,,,,,,,124.05,129.28,66.79
2020-03-11,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,0,0,0,0,0,0,0,1,2,2,1,13.89,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,13,12,,,4,,118.5,,
2020-03-12,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,0,0,2,0,0,0,0,1,2,2,1,22.22,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,13,20,,,3,,86.94,,
2020-03-13,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,0,0,2,0,0,0,0,1,2,2,1,22.22,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,16,39,,,0,,99.82,,
2020-03-14,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,0,0,2,0,0,1,0,1,2,2,1,24.07,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,5,18,,,,,96.19,,
2020-03-15,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,0,0,2,0,0,1,0,1,2,2,1,24.07,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,10,17,,,,,91.3,,
2020-03-16,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,3,0,2,3,0,1,0,1,2,2,1,43.52,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,11,37,,,-10,,94.65,,
2020-03-17,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,3,0,2,3,0,1,0,1,2,2,1,43.52,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,-3,36,,,-19,,99.27,,
2020-03-18,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,3,3,2,3,0,1,0,4,2,2,1,61.11,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,-13,8,,,-25,,88.76,,
2020-03-19,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,3,3,2,3,0,1,0,4,2,3,1,61.11,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,-17,11,,,-28,,88.3,,
2020-03-20,Yukon Territory,"CA, Yukon",38791b01,0,0,,0,,,,41078,3,3,2,3,0,1,2,4,2,3,1,71.3,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,-19,-6,,,-30,,106.8,,
2020-03-21,Yukon Territory,"CA, Yukon",38791b01,416,0,,0,,,,41078,3,3,2,3,0,1,2,4,2,3,1,71.3,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,-29,2,,,-11,,94.56,,
2020-03-22,Yukon Territory,"CA, Yukon",38791b01,416,0,,0,,,,41078,3,3,2,3,0,1,2,4,2,3,1,71.3,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,-39,-19,,,,,59.93,,
2020-03-23,Yukon Territory,"CA, Yukon",38791b01,416,2,,0,,,,41078,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Yukon,,64.2823,-135,,,,,CA-YT,,-34,-4,,,-38,,69.08,,
