date,key_apple_mobility,key_google_mobility,id,tests,confirmed,recovered,deaths,hosp,vent,icu,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index,iso_alpha_3,iso_alpha_2,iso_numeric,currency,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,key,key_alpha_2,key_numeric,metro_area,iso_3166_2_code,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,driving,walking,transit
2020-03-11,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6,0,,0,,,,158158,0,0,0,0,0,0,0,1,2,2,1,13.89,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-1,0,,,0,1,112.23,,
2020-03-12,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6,0,,0,,,,158158,0,0,2,0,0,0,0,1,2,2,1,22.22,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,8,16,,,0,0,107.63,,
2020-03-13,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6,0,,0,,,,158158,0,0,2,0,0,0,0,1,2,2,1,22.22,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-5,35,,,-3,3,108.8,,
2020-03-14,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6,0,,0,,,,158158,0,0,2,0,0,1,0,1,2,2,1,24.07,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-17,11,,,-4,,104.16,,
2020-03-15,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6,1,,0,,,,158158,0,0,2,0,0,1,0,1,2,2,1,24.07,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-3,18,,,2,,77.46,,
2020-03-16,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6,1,,0,,,,158158,3,0,2,3,0,1,0,1,2,2,1,43.52,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-18,14,,,-24,9,79.49,,
2020-03-17,Prince Edward Island,"CA, Prince Edward Island",015d95fc,75,1,,0,,,,158158,3,0,2,3,0,1,0,1,2,2,1,43.52,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-31,8,,,-35,12,81.93,,
2020-03-18,Prince Edward Island,"CA, Prince Edward Island",015d95fc,75,1,,0,,,,158158,3,3,2,3,0,1,0,4,2,2,1,61.11,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-31,7,,,-42,14,78.61,,
2020-03-19,Prince Edward Island,"CA, Prince Edward Island",015d95fc,75,2,,0,,,,158158,3,3,2,3,0,1,0,4,2,3,1,61.11,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-43,-10,,,-48,16,75.92,,
2020-03-20,Prince Edward Island,"CA, Prince Edward Island",015d95fc,75,2,,0,,,,158158,3,3,2,3,0,1,2,4,2,3,1,71.3,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-57,-21,,,-51,22,66.38,,
2020-03-21,Prince Edward Island,"CA, Prince Edward Island",015d95fc,75,2,,0,,,,158158,3,3,2,3,0,1,2,4,2,3,1,71.3,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-60,-29,,,-38,,78.22,,
2020-03-22,Prince Edward Island,"CA, Prince Edward Island",015d95fc,75,3,,0,,,,158158,3,3,2,3,0,1,2,4,2,3,1,71.3,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-52,-22,,,-30,,54.77,,
2020-03-23,Prince Edward Island,"CA, Prince Edward Island",015d95fc,206,3,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-57,-25,,,-53,19,55.92,,
2020-03-24,Prince Edward Island,"CA, Prince Edward Island",015d95fc,206,3,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-64,-31,,,-56,22,45.81,,
2020-03-25,Prince Edward Island,"CA, Prince Edward Island",015d95fc,301,5,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-53,-20,,,-56,20,63.57,,
2020-03-26,Prince Edward Island,"CA, Prince Edward Island",015d95fc,353,9,1,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-57,-26,,,-56,22,56.86,,
2020-03-27,Prince Edward Island,"CA, Prince Edward Island",015d95fc,422,11,1,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-61,-27,,,-56,25,53.7,,
2020-03-28,Prince Edward Island,"CA, Prince Edward Island",015d95fc,422,11,1,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-58,-26,,,-46,,67.55,,
2020-03-29,Prince Edward Island,"CA, Prince Edward Island",015d95fc,477,11,1,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-43,-19,,,-34,,61.85,,
2020-03-30,Prince Edward Island,"CA, Prince Edward Island",015d95fc,477,18,1,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-56,-26,,,-55,21,53.03,,
2020-03-31,Prince Edward Island,"CA, Prince Edward Island",015d95fc,551,21,1,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-57,-26,,,-56,22,50.22,,
2020-04-01,Prince Edward Island,"CA, Prince Edward Island",015d95fc,551,21,3,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,74.54,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-57,-29,,,-57,22,52.41,,
2020-04-02,Prince Edward Island,"CA, Prince Edward Island",015d95fc,653,22,3,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,74.54,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-55,-25,,,-58,23,60.64,,
2020-04-03,Prince Edward Island,"CA, Prince Edward Island",015d95fc,653,22,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,74.54,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-56,-24,,,-56,25,68.1,,
2020-04-04,Prince Edward Island,"CA, Prince Edward Island",015d95fc,839,22,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-60,-31,,,-44,,59.3,,
2020-04-05,Prince Edward Island,"CA, Prince Edward Island",015d95fc,839,22,6,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-41,-20,,,-32,,55.53,,
2020-04-06,Prince Edward Island,"CA, Prince Edward Island",015d95fc,839,22,8,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-53,-24,,,-54,20,53.13,,
2020-04-07,Prince Edward Island,"CA, Prince Edward Island",015d95fc,939,22,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-50,-15,,,-56,20,61.13,,
2020-04-08,Prince Edward Island,"CA, Prince Edward Island",015d95fc,1347,24,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-47,-12,,,-55,20,62.42,,
2020-04-09,Prince Edward Island,"CA, Prince Edward Island",015d95fc,1435,25,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-32,15,,,-56,19,78.46,,
2020-04-10,Prince Edward Island,"CA, Prince Edward Island",015d95fc,1435,25,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-83,-79,,,-81,,47.45,,
2020-04-11,Prince Edward Island,"CA, Prince Edward Island",015d95fc,1577,25,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-50,-5,,,-42,,74.26,,
2020-04-12,Prince Edward Island,"CA, Prince Edward Island",015d95fc,1645,25,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-68,-63,,,-37,,53.52,,
2020-04-13,Prince Edward Island,"CA, Prince Edward Island",015d95fc,1715,25,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-55,-26,,,-62,22,63.61,,
2020-04-14,Prince Edward Island,"CA, Prince Edward Island",015d95fc,1715,25,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-48,-17,,,-54,19,69.09,,
2020-04-15,Prince Edward Island,"CA, Prince Edward Island",015d95fc,1863,26,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-42,-14,,,-55,20,69.44,,
2020-04-16,Prince Edward Island,"CA, Prince Edward Island",015d95fc,1946,26,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-41,-10,,,-55,21,73.31,,
2020-04-17,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2013,26,,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-46,-17,,,-53,23,91.04,,
2020-04-18,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2086,26,23,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-48,-26,,,-35,,93.17,,
2020-04-19,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2239,26,23,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-36,-17,,,-29,,78.3,,
2020-04-20,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2239,26,23,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-42,-21,,,-51,19,79.14,,
2020-04-21,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2330,26,23,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-41,-16,,,-52,18,85.05,,
2020-04-22,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2344,26,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-44,-22,,,-52,20,84.25,,
2020-04-23,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2466,26,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-43,-20,,,-52,20,76.74,,
2020-04-24,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2564,26,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-44,-21,,,-51,20,93.64,,
2020-04-25,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2564,26,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-44,-23,,,-35,,101.76,,
2020-04-26,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2688,26,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-27,-7,,,-26,,88.98,,
2020-04-27,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2726,26,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-42,-18,,,-49,18,82.75,,
2020-04-28,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2726,27,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-44,-18,,,-52,16,76.51,,
2020-04-29,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2810,27,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-36,-13,,,-50,18,98.65,,
2020-04-30,Prince Edward Island,"CA, Prince Edward Island",015d95fc,2922,27,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-31,-6,,,-49,16,109.17,,
2020-05-01,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3019,27,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-39,-10,,,-49,18,125.15,,
2020-05-02,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3086,27,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-45,-19,,,-31,,97.78,,
2020-05-03,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3138,27,24,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-17,0,,,-17,,109.44,,
2020-05-04,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3138,27,25,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-40,-13,,,-47,17,99.12,,
2020-05-05,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3341,27,25,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-43,-17,,,-48,18,97.25,,
2020-05-06,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3454,27,26,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-32,-5,,,-47,15,120.92,,
2020-05-07,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3550,27,26,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-36,-9,,,-47,17,110.65,,
2020-05-08,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3667,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-36,-6,,,-45,17,133.68,,
2020-05-09,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3777,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-42,-1,-37,,-27,,110.52,,
2020-05-10,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3846,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-24,0,,,-11,,81.35,,
2020-05-11,Prince Edward Island,"CA, Prince Edward Island",015d95fc,3910,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-32,-12,,,-43,12,,,
2020-05-12,Prince Edward Island,"CA, Prince Edward Island",015d95fc,4029,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-41,-15,,,-45,16,,,
2020-05-13,Prince Edward Island,"CA, Prince Edward Island",015d95fc,4199,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-31,-5,,,-44,14,129.29,,
2020-05-14,Prince Edward Island,"CA, Prince Edward Island",015d95fc,4306,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-29,1,,,-44,12,129.19,,
2020-05-15,Prince Edward Island,"CA, Prince Edward Island",015d95fc,4469,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-33,-5,,,-44,13,156.49,,
2020-05-16,Prince Edward Island,"CA, Prince Edward Island",015d95fc,4469,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-38,-8,,,-25,,135.71,,
2020-05-17,Prince Edward Island,"CA, Prince Edward Island",015d95fc,4619,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-12,16,,,-2,,125.95,,
2020-05-18,Prince Edward Island,"CA, Prince Edward Island",015d95fc,4761,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-37,-21,,,-65,15,146.73,,
2020-05-19,Prince Edward Island,"CA, Prince Edward Island",015d95fc,4761,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-28,0,,,-42,12,134.97,,
2020-05-20,Prince Edward Island,"CA, Prince Edward Island",015d95fc,4951,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-18,1,,,-41,11,156.76,,
2020-05-21,Prince Edward Island,"CA, Prince Edward Island",015d95fc,5066,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-21,3,,,-40,11,153.5,,
2020-05-22,Prince Edward Island,"CA, Prince Edward Island",015d95fc,5201,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-23,-3,,,-37,12,159.36,,
2020-05-23,Prince Edward Island,"CA, Prince Edward Island",015d95fc,5380,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-25,-4,,,-13,,155.79,,
2020-05-24,Prince Edward Island,"CA, Prince Edward Island",015d95fc,5482,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-4,18,,,-1,,151.92,,
2020-05-25,Prince Edward Island,"CA, Prince Edward Island",015d95fc,5553,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-14,3,,,-34,8,146.85,,
2020-05-26,Prince Edward Island,"CA, Prince Edward Island",015d95fc,5631,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-20,-4,,,-35,9,158.38,,
2020-05-27,Prince Edward Island,"CA, Prince Edward Island",015d95fc,5889,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-14,2,,,-34,10,140.55,,
2020-05-28,Prince Edward Island,"CA, Prince Edward Island",015d95fc,5889,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-10,8,,,-35,9,173.46,,
2020-05-29,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6168,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-18,4,,,-34,11,180,,
2020-05-30,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6302,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-23,-5,,,-5,,160.72,,
2020-05-31,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6438,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,1,20,,,8,,123.24,,
2020-06-01,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6531,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-6,6,,,-30,7,141.31,,
2020-06-02,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6645,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-19,-4,,,-31,10,140.98,,
2020-06-03,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6776,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-11,0,,,-31,9,139.43,,
2020-06-04,Prince Edward Island,"CA, Prince Edward Island",015d95fc,6925,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-7,1,,,-30,7,160.06,,
2020-06-05,Prince Edward Island,"CA, Prince Edward Island",015d95fc,7111,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-14,-1,,,-30,7,181.91,,
2020-06-06,Prince Edward Island,"CA, Prince Edward Island",015d95fc,7197,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-21,-6,,,-4,,142.85,,
2020-06-07,Prince Edward Island,"CA, Prince Edward Island",015d95fc,7444,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-1,16,,,6,,117.33,,
2020-06-08,Prince Edward Island,"CA, Prince Edward Island",015d95fc,7494,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-12,3,,,-29,8,135.53,,
2020-06-09,Prince Edward Island,"CA, Prince Edward Island",015d95fc,7734,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-17,-4,,,-29,7,142.03,,
2020-06-10,Prince Edward Island,"CA, Prince Edward Island",015d95fc,7879,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-7,2,,,-29,7,161.89,,
2020-06-11,Prince Edward Island,"CA, Prince Edward Island",015d95fc,8110,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-4,7,,,-29,8,151.51,,
2020-06-12,Prince Edward Island,"CA, Prince Edward Island",015d95fc,8241,27,27,0,,,,158158,3,3,2,4,0,1,2,4,2,3,1,70.83,CAN,CA,124,CAD,2,Canada,Prince Edward Island,,46.5107,-63.4168,,,,,CA-PE,,-13,1,,,-28,9,164.68,,
