region,population,area,pop_density,date,weekday,new_cases,retail+rec,grocery+pharm,parks,transit,workplaces,residential
Durham,697355,2524,276.2896196513471,2020-02-15,Saturday,0.0,4.0,6.0,18.0,6.0,2.0,-1.0
Durham,697355,2524,276.2896196513471,2020-02-16,Sunday,0.0,15.0,13.0,29.0,1.0,-2.0,-3.0
Durham,697355,2524,276.2896196513471,2020-02-17,Monday,0.0,-24.0,-42.0,52.0,-47.0,-75.0,17.0
Durham,697355,2524,276.2896196513471,2020-02-18,Tuesday,0.0,0.0,12.0,-1.0,0.0,-2.0,1.0
Durham,697355,2524,276.2896196513471,2020-02-19,Wednesday,0.0,2.0,6.0,-1.0,-4.0,3.0,0.0
Durham,697355,2524,276.2896196513471,2020-02-20,Thursday,0.0,4.0,7.0,4.0,-1.0,2.0,-1.0
Durham,697355,2524,276.2896196513471,2020-02-21,Friday,0.0,1.0,-3.0,-4.0,-2.0,-6.0,1.0
Durham,697355,2524,276.2896196513471,2020-02-22,Saturday,0.0,9.0,8.0,43.0,18.0,9.0,-2.0
Durham,697355,2524,276.2896196513471,2020-02-23,Sunday,0.0,11.0,3.0,48.0,9.0,6.0,-2.0
Durham,697355,2524,276.2896196513471,2020-02-24,Monday,1.0,3.0,2.0,19.0,-3.0,1.0,0.0
Durham,697355,2524,276.2896196513471,2020-02-25,Tuesday,0.0,2.0,7.0,4.0,2.0,2.0,-1.0
Durham,697355,2524,276.2896196513471,2020-02-26,Wednesday,1.0,-8.0,-4.0,-11.0,-8.0,-3.0,3.0
Durham,697355,2524,276.2896196513471,2020-02-27,Thursday,0.0,-13.0,-12.0,-19.0,-11.0,-10.0,5.0
Durham,697355,2524,276.2896196513471,2020-02-28,Friday,0.0,-11.0,-9.0,-16.0,-2.0,-3.0,3.0
Durham,697355,2524,276.2896196513471,2020-02-29,Saturday,0.0,8.0,9.0,21.0,7.0,9.0,-1.0
Durham,697355,2524,276.2896196513471,2020-03-01,Sunday,0.0,12.0,7.0,23.0,1.0,6.0,-1.0
Durham,697355,2524,276.2896196513471,2020-03-02,Monday,0.0,2.0,4.0,0.0,-4.0,3.0,0.0
Durham,697355,2524,276.2896196513471,2020-03-03,Tuesday,0.0,1.0,0.0,-7.0,-3.0,4.0,0.0
Durham,697355,2524,276.2896196513471,2020-03-04,Wednesday,0.0,5.0,4.0,0.0,-3.0,5.0,-1.0
Durham,697355,2524,276.2896196513471,2020-03-05,Thursday,0.0,5.0,6.0,19.0,-1.0,2.0,0.0
Durham,697355,2524,276.2896196513471,2020-03-06,Friday,2.0,-2.0,-3.0,-1.0,-2.0,4.0,0.0
Durham,697355,2524,276.2896196513471,2020-03-07,Saturday,2.0,10.0,8.0,45.0,7.0,9.0,-2.0
Durham,697355,2524,276.2896196513471,2020-03-08,Sunday,1.0,11.0,5.0,79.0,5.0,4.0,-1.0
Durham,697355,2524,276.2896196513471,2020-03-09,Monday,2.0,5.0,6.0,46.0,-3.0,3.0,0.0
Durham,697355,2524,276.2896196513471,2020-03-10,Tuesday,7.0,1.0,3.0,-2.0,-6.0,2.0,1.0
Durham,697355,2524,276.2896196513471,2020-03-11,Wednesday,7.0,5.0,10.0,4.0,-5.0,3.0,0.0
Durham,697355,2524,276.2896196513471,2020-03-12,Thursday,6.0,9.0,41.0,30.0,-9.0,2.0,0.0
Durham,697355,2524,276.2896196513471,2020-03-13,Friday,1.0,-3.0,46.0,10.0,-25.0,-13.0,5.0
Durham,697355,2524,276.2896196513471,2020-03-14,Saturday,6.0,-10.0,27.0,38.0,-16.0,1.0,3.0
Durham,697355,2524,276.2896196513471,2020-03-15,Sunday,14.0,-10.0,11.0,65.0,-20.0,-6.0,4.0
Durham,697355,2524,276.2896196513471,2020-03-16,Monday,13.0,-9.0,30.0,32.0,-43.0,-31.0,11.0
Durham,697355,2524,276.2896196513471,2020-03-17,Tuesday,10.0,-27.0,14.0,16.0,-52.0,-39.0,14.0
Durham,697355,2524,276.2896196513471,2020-03-18,Wednesday,14.0,-32.0,2.0,19.0,-56.0,-43.0,17.0
Durham,697355,2524,276.2896196513471,2020-03-19,Thursday,11.0,-34.0,6.0,29.0,-57.0,-47.0,18.0
Durham,697355,2524,276.2896196513471,2020-03-20,Friday,16.0,-44.0,-5.0,0.0,-60.0,-49.0,21.0
Durham,697355,2524,276.2896196513471,2020-03-21,Saturday,12.0,-48.0,-9.0,54.0,-47.0,-32.0,12.0
Durham,697355,2524,276.2896196513471,2020-03-22,Sunday,22.0,-50.0,-24.0,28.0,-51.0,-36.0,11.0
Durham,697355,2524,276.2896196513471,2020-03-23,Monday,11.0,-46.0,-11.0,-32.0,-68.0,-55.0,22.0
Durham,697355,2524,276.2896196513471,2020-03-24,Tuesday,16.0,-47.0,-11.0,3.0,-66.0,-57.0,22.0
Durham,697355,2524,276.2896196513471,2020-03-25,Wednesday,13.0,-53.0,-24.0,9.0,-68.0,-60.0,24.0
Durham,697355,2524,276.2896196513471,2020-03-26,Thursday,11.0,-54.0,-18.0,-2.0,-70.0,-61.0,25.0
Durham,697355,2524,276.2896196513471,2020-03-27,Friday,16.0,-54.0,-20.0,23.0,-67.0,-60.0,25.0
Durham,697355,2524,276.2896196513471,2020-03-28,Saturday,9.0,-60.0,-26.0,-8.0,-59.0,-44.0,16.0
Durham,697355,2524,276.2896196513471,2020-03-29,Sunday,15.0,-59.0,-37.0,-2.0,-63.0,-44.0,13.0
Durham,697355,2524,276.2896196513471,2020-03-30,Monday,11.0,-54.0,-29.0,-37.0,-74.0,-62.0,25.0
Durham,697355,2524,276.2896196513471,2020-03-31,Tuesday,10.0,-49.0,-19.0,-20.0,-69.0,-63.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-01,Wednesday,25.0,-47.0,-21.0,3.0,-68.0,-62.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-02,Thursday,12.0,-49.0,-19.0,10.0,-69.0,-62.0,25.0
Durham,697355,2524,276.2896196513471,2020-04-03,Friday,15.0,-53.0,-24.0,-28.0,-71.0,-62.0,27.0
Durham,697355,2524,276.2896196513471,2020-04-04,Saturday,11.0,-55.0,-25.0,-4.0,-57.0,-44.0,15.0
Durham,697355,2524,276.2896196513471,2020-04-05,Sunday,24.0,-58.0,-35.0,3.0,-61.0,-44.0,13.0
Durham,697355,2524,276.2896196513471,2020-04-06,Monday,14.0,-52.0,-24.0,-1.0,-70.0,-63.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-07,Tuesday,23.0,-50.0,-18.0,-13.0,-69.0,-63.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-08,Wednesday,25.0,-47.0,-10.0,-5.0,-68.0,-63.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-09,Thursday,30.0,-38.0,13.0,-13.0,-68.0,-64.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-10,Friday,52.0,-81.0,-71.0,-40.0,-81.0,-86.0,35.0
Durham,697355,2524,276.2896196513471,2020-04-11,Saturday,23.0,-50.0,-9.0,6.0,-55.0,-46.0,15.0
Durham,697355,2524,276.2896196513471,2020-04-12,Sunday,28.0,-81.0,-76.0,-26.0,-63.0,-54.0,15.0
Durham,697355,2524,276.2896196513471,2020-04-13,Monday,39.0,-54.0,-25.0,-42.0,-75.0,-69.0,27.0
Durham,697355,2524,276.2896196513471,2020-04-14,Tuesday,32.0,-48.0,-15.0,-23.0,-69.0,-62.0,25.0
Durham,697355,2524,276.2896196513471,2020-04-15,Wednesday,33.0,-49.0,-20.0,-33.0,-71.0,-62.0,25.0
Durham,697355,2524,276.2896196513471,2020-04-16,Thursday,50.0,-49.0,-14.0,-25.0,-70.0,-62.0,26.0
Durham,697355,2524,276.2896196513471,2020-04-17,Friday,38.0,-52.0,-22.0,-26.0,-70.0,-62.0,27.0
Durham,697355,2524,276.2896196513471,2020-04-18,Saturday,35.0,-53.0,-22.0,10.0,-53.0,-41.0,15.0
Durham,697355,2524,276.2896196513471,2020-04-19,Sunday,20.0,-58.0,-36.0,-29.0,-61.0,-42.0,14.0
Durham,697355,2524,276.2896196513471,2020-04-20,Monday,29.0,-47.0,-20.0,-5.0,-68.0,-61.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-21,Tuesday,35.0,-49.0,-22.0,-36.0,-71.0,-62.0,25.0
Durham,697355,2524,276.2896196513471,2020-04-22,Wednesday,25.0,-46.0,-17.0,-21.0,-69.0,-61.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-23,Thursday,28.0,-46.0,-13.0,-16.0,-67.0,-61.0,25.0
Durham,697355,2524,276.2896196513471,2020-04-24,Friday,24.0,-51.0,-22.0,-23.0,-68.0,-61.0,26.0
Durham,697355,2524,276.2896196513471,2020-04-25,Saturday,25.0,-50.0,-19.0,45.0,-46.0,-40.0,14.0
Durham,697355,2524,276.2896196513471,2020-04-26,Sunday,17.0,-55.0,-33.0,-36.0,-60.0,-41.0,13.0
Durham,697355,2524,276.2896196513471,2020-04-27,Monday,35.0,-44.0,-15.0,24.0,-64.0,-61.0,23.0
Durham,697355,2524,276.2896196513471,2020-04-28,Tuesday,21.0,-44.0,-15.0,-12.0,-65.0,-61.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-29,Wednesday,24.0,-46.0,-17.0,-33.0,-69.0,-61.0,24.0
Durham,697355,2524,276.2896196513471,2020-04-30,Thursday,28.0,-47.0,-9.0,-22.0,-66.0,-61.0,25.0
Durham,697355,2524,276.2896196513471,2020-05-01,Friday,24.0,-46.0,-12.0,9.0,-62.0,-59.0,24.0
Durham,697355,2524,276.2896196513471,2020-05-02,Saturday,14.0,-49.0,-17.0,15.0,-47.0,-39.0,14.0
Durham,697355,2524,276.2896196513471,2020-05-03,Sunday,18.0,-43.0,-22.0,68.0,-40.0,-34.0,10.0
Durham,697355,2524,276.2896196513471,2020-05-04,Monday,19.0,-43.0,-11.0,-2.0,-64.0,-59.0,23.0
Durham,697355,2524,276.2896196513471,2020-05-05,Tuesday,24.0,-41.0,-7.0,4.0,-62.0,-59.0,22.0
Durham,697355,2524,276.2896196513471,2020-05-06,Wednesday,13.0,-40.0,-9.0,8.0,-62.0,-58.0,22.0
Durham,697355,2524,276.2896196513471,2020-05-07,Thursday,7.0,-43.0,-7.0,-7.0,-65.0,-59.0,24.0
Durham,697355,2524,276.2896196513471,2020-05-08,Friday,15.0,-45.0,-8.0,-10.0,-62.0,-57.0,24.0
Durham,697355,2524,276.2896196513471,2020-05-09,Saturday,12.0,-44.0,-4.0,-10.0,-49.0,-34.0,14.0
Durham,697355,2524,276.2896196513471,2020-05-10,Sunday,14.0,-37.0,-13.0,-5.0,-45.0,-30.0,10.0
Durham,697355,2524,276.2896196513471,2020-05-11,Monday,14.0,-44.0,-16.0,-15.0,-66.0,-57.0,23.0
Durham,697355,2524,276.2896196513471,2020-05-12,Tuesday,19.0,-41.0,-10.0,-10.0,-63.0,-56.0,22.0
Durham,697355,2524,276.2896196513471,2020-05-13,Wednesday,15.0,-35.0,-8.0,26.0,-61.0,-56.0,21.0
Durham,697355,2524,276.2896196513471,2020-05-14,Thursday,11.0,-38.0,-5.0,-5.0,-64.0,-57.0,23.0
Durham,697355,2524,276.2896196513471,2020-05-15,Friday,17.0,-41.0,-9.0,-9.0,-61.0,-57.0,24.0
Durham,697355,2524,276.2896196513471,2020-05-16,Saturday,15.0,-37.0,-8.0,107.0,-34.0,-30.0,10.0
Durham,697355,2524,276.2896196513471,2020-05-17,Sunday,21.0,-34.0,-10.0,47.0,-45.0,-28.0,9.0
Durham,697355,2524,276.2896196513471,2020-05-18,Monday,20.0,-67.0,-58.0,-20.0,-74.0,-84.0,30.0
Durham,697355,2524,276.2896196513471,2020-05-19,Tuesday,8.0,-27.0,6.0,22.0,-57.0,-54.0,20.0
Durham,697355,2524,276.2896196513471,2020-05-20,Wednesday,17.0,-23.0,1.0,61.0,-55.0,-53.0,19.0
Durham,697355,2524,276.2896196513471,2020-05-21,Thursday,19.0,-25.0,3.0,60.0,-56.0,-53.0,19.0
Durham,697355,2524,276.2896196513471,2020-05-22,Friday,11.0,-30.0,-6.0,44.0,-54.0,-51.0,19.0
Durham,697355,2524,276.2896196513471,2020-05-23,Saturday,19.0,-30.0,-5.0,110.0,-32.0,-22.0,9.0
Durham,697355,2524,276.2896196513471,2020-05-24,Sunday,9.0,-27.0,-16.0,83.0,-33.0,-21.0,7.0
Durham,697355,2524,276.2896196513471,2020-05-25,Monday,9.0,-22.0,-5.0,53.0,-55.0,-54.0,18.0
Durham,697355,2524,276.2896196513471,2020-05-26,Tuesday,12.0,-23.0,-6.0,43.0,-55.0,-51.0,18.0
Durham,697355,2524,276.2896196513471,2020-05-27,Wednesday,12.0,-22.0,-5.0,42.0,-54.0,-51.0,18.0
Durham,697355,2524,276.2896196513471,2020-05-28,Thursday,12.0,-27.0,-6.0,-6.0,-57.0,-52.0,20.0
Durham,697355,2524,276.2896196513471,2020-05-29,Friday,16.0,-30.0,-9.0,-7.0,-54.0,-50.0,20.0
Durham,697355,2524,276.2896196513471,2020-05-30,Saturday,11.0,-30.0,-8.0,66.0,-28.0,-13.0,9.0
Durham,697355,2524,276.2896196513471,2020-05-31,Sunday,9.0,-24.0,-13.0,77.0,-29.0,-13.0,7.0
Durham,697355,2524,276.2896196513471,2020-06-01,Monday,21.0,-21.0,-5.0,60.0,-52.0,-50.0,17.0
Durham,697355,2524,276.2896196513471,2020-06-02,Tuesday,20.0,-24.0,-7.0,31.0,-53.0,-49.0,18.0
Durham,697355,2524,276.2896196513471,2020-06-03,Wednesday,10.0,-23.0,-5.0,41.0,-54.0,-48.0,18.0
Durham,697355,2524,276.2896196513471,2020-06-04,Thursday,10.0,-22.0,0.0,70.0,-52.0,-48.0,17.0
Durham,697355,2524,276.2896196513471,2020-06-05,Friday,6.0,-27.0,-7.0,42.0,-55.0,-48.0,18.0
Durham,697355,2524,276.2896196513471,2020-06-06,Saturday,7.0,-24.0,-6.0,130.0,-29.0,-12.0,7.0
Durham,697355,2524,276.2896196513471,2020-06-07,Sunday,3.0,-19.0,-12.0,143.0,-30.0,-13.0,5.0
Durham,697355,2524,276.2896196513471,2020-06-08,Monday,14.0,-17.0,-5.0,78.0,-53.0,-49.0,16.0
Durham,697355,2524,276.2896196513471,2020-06-09,Tuesday,5.0,-19.0,-3.0,66.0,-54.0,-48.0,16.0
Durham,697355,2524,276.2896196513471,2020-06-10,Wednesday,4.0,-19.0,-2.0,35.0,-55.0,-48.0,18.0
Durham,697355,2524,276.2896196513471,2020-06-11,Thursday,7.0,-19.0,5.0,66.0,-51.0,-47.0,17.0
Durham,697355,2524,276.2896196513471,2020-06-12,Friday,5.0,-25.0,-3.0,48.0,-51.0,-46.0,16.0
Durham,697355,2524,276.2896196513471,2020-06-13,Saturday,4.0,-24.0,-3.0,126.0,-29.0,-8.0,6.0
Durham,697355,2524,276.2896196513471,2020-06-14,Sunday,2.0,-19.0,-9.0,141.0,-25.0,-8.0,4.0
Durham,697355,2524,276.2896196513471,2020-06-15,Monday,3.0,-17.0,0.0,72.0,-50.0,-47.0,15.0
Durham,697355,2524,276.2896196513471,2020-06-16,Tuesday,3.0,-17.0,3.0,76.0,-51.0,-47.0,15.0
Durham,697355,2524,276.2896196513471,2020-06-17,Wednesday,6.0,-16.0,3.0,76.0,-51.0,-46.0,16.0
Durham,697355,2524,276.2896196513471,2020-06-18,Thursday,1.0,-16.0,8.0,79.0,-52.0,-47.0,15.0
Durham,697355,2524,276.2896196513471,2020-06-19,Friday,3.0,-18.0,4.0,64.0,-44.0,-45.0,14.0
Durham,697355,2524,276.2896196513471,2020-06-20,Saturday,9.0,-18.0,8.0,147.0,-15.0,-3.0,4.0
Durham,697355,2524,276.2896196513471,2020-06-21,Sunday,1.0,-14.0,-3.0,129.0,-17.0,-2.0,2.0
Durham,697355,2524,276.2896196513471,2020-06-22,Monday,2.0,-16.0,-1.0,48.0,-49.0,-49.0,15.0
Durham,697355,2524,276.2896196513471,2020-06-23,Tuesday,7.0,-19.0,1.0,15.0,-50.0,-48.0,16.0
Durham,697355,2524,276.2896196513471,2020-06-24,Wednesday,1.0,-13.0,5.0,43.0,-46.0,-45.0,15.0
Durham,697355,2524,276.2896196513471,2020-06-25,Thursday,6.0,-12.0,11.0,80.0,-45.0,-45.0,14.0
Durham,697355,2524,276.2896196513471,2020-06-26,Friday,0.0,-18.0,2.0,78.0,-41.0,-45.0,13.0
Durham,697355,2524,276.2896196513471,2020-06-27,Saturday,2.0,-21.0,1.0,112.0,-15.0,-7.0,5.0
Durham,697355,2524,276.2896196513471,2020-06-28,Sunday,3.0,-14.0,-7.0,164.0,-11.0,-1.0,2.0
Durham,697355,2524,276.2896196513471,2020-06-29,Monday,3.0,-6.0,6.0,90.0,-47.0,-47.0,13.0
Durham,697355,2524,276.2896196513471,2020-06-30,Tuesday,4.0,8.0,32.0,85.0,-43.0,-46.0,11.0
Durham,697355,2524,276.2896196513471,2020-07-01,Wednesday,5.0,-43.0,-42.0,237.0,-58.0,-73.0,19.0
Durham,697355,2524,276.2896196513471,2020-07-02,Thursday,6.0,-6.0,14.0,75.0,-49.0,-49.0,14.0
Durham,697355,2524,276.2896196513471,2020-07-03,Friday,4.0,-14.0,3.0,78.0,-48.0,-50.0,14.0
Durham,697355,2524,276.2896196513471,2020-07-04,Saturday,3.0,-18.0,-3.0,166.0,-20.0,-7.0,4.0
Durham,697355,2524,276.2896196513471,2020-07-05,Sunday,4.0,-12.0,-11.0,152.0,-16.0,-6.0,1.0
Durham,697355,2524,276.2896196513471,2020-07-06,Monday,10.0,-7.0,4.0,90.0,-50.0,-47.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-07,Tuesday,9.0,-8.0,4.0,81.0,-48.0,-47.0,14.0
Durham,697355,2524,276.2896196513471,2020-07-08,Wednesday,5.0,-8.0,3.0,64.0,-51.0,-45.0,14.0
Durham,697355,2524,276.2896196513471,2020-07-09,Thursday,4.0,-8.0,9.0,72.0,-50.0,-45.0,14.0
Durham,697355,2524,276.2896196513471,2020-07-10,Friday,3.0,-16.0,-4.0,58.0,-48.0,-45.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-11,Saturday,6.0,-20.0,-4.0,59.0,-29.0,-7.0,6.0
Durham,697355,2524,276.2896196513471,2020-07-12,Sunday,1.0,-12.0,-11.0,124.0,-22.0,-5.0,2.0
Durham,697355,2524,276.2896196513471,2020-07-13,Monday,4.0,-9.0,0.0,80.0,-50.0,-47.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-14,Tuesday,4.0,-8.0,2.0,89.0,-48.0,-46.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-15,Wednesday,1.0,-7.0,1.0,81.0,-50.0,-44.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-16,Thursday,3.0,-12.0,6.0,24.0,-54.0,-46.0,15.0
Durham,697355,2524,276.2896196513471,2020-07-17,Friday,3.0,-14.0,-1.0,88.0,-44.0,-44.0,12.0
Durham,697355,2524,276.2896196513471,2020-07-18,Saturday,2.0,-16.0,-5.0,178.0,-17.0,-5.0,2.0
Durham,697355,2524,276.2896196513471,2020-07-19,Sunday,2.0,-19.0,-15.0,75.0,-25.0,-10.0,3.0
Durham,697355,2524,276.2896196513471,2020-07-20,Monday,4.0,-6.0,2.0,94.0,-48.0,-45.0,12.0
Durham,697355,2524,276.2896196513471,2020-07-21,Tuesday,1.0,-8.0,1.0,84.0,-48.0,-45.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-22,Wednesday,2.0,-11.0,-2.0,25.0,-52.0,-45.0,14.0
Durham,697355,2524,276.2896196513471,2020-07-23,Thursday,0.0,-8.0,7.0,84.0,-50.0,-44.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-24,Friday,0.0,-12.0,0.0,89.0,-47.0,-43.0,12.0
Durham,697355,2524,276.2896196513471,2020-07-25,Saturday,4.0,-14.0,-4.0,182.0,-21.0,-3.0,2.0
Durham,697355,2524,276.2896196513471,2020-07-26,Sunday,3.0,-9.0,-9.0,161.0,-23.0,-5.0,0.0
Durham,697355,2524,276.2896196513471,2020-07-27,Monday,5.0,-10.0,-1.0,58.0,-53.0,-48.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-28,Tuesday,5.0,-6.0,4.0,90.0,-50.0,-45.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-29,Wednesday,5.0,-5.0,5.0,69.0,-51.0,-45.0,13.0
Durham,697355,2524,276.2896196513471,2020-07-30,Thursday,2.0,-4.0,14.0,95.0,-49.0,-46.0,12.0
Durham,697355,2524,276.2896196513471,2020-07-31,Friday,0.0,-8.0,8.0,99.0,-42.0,-46.0,10.0
Durham,697355,2524,276.2896196513471,2020-08-01,Saturday,2.0,-15.0,-2.0,189.0,-19.0,-6.0,0.0
Durham,697355,2524,276.2896196513471,2020-08-02,Sunday,0.0,-16.0,-8.0,36.0,-27.0,-13.0,3.0
Durham,697355,2524,276.2896196513471,2020-08-03,Monday,4.0,-21.0,-21.0,131.0,-56.0,-75.0,18.0
Durham,697355,2524,276.2896196513471,2020-08-04,Tuesday,5.0,-10.0,5.0,15.0,-50.0,-48.0,14.0
Durham,697355,2524,276.2896196513471,2020-08-05,Wednesday,9.0,-2.0,6.0,91.0,-49.0,-45.0,12.0
Durham,697355,2524,276.2896196513471,2020-08-06,Thursday,3.0,-5.0,8.0,105.0,-47.0,-45.0,11.0
Durham,697355,2524,276.2896196513471,2020-08-07,Friday,3.0,-12.0,0.0,86.0,-44.0,-44.0,11.0
Durham,697355,2524,276.2896196513471,2020-08-08,Saturday,3.0,-14.0,-2.0,200.0,-17.0,-5.0,1.0
Durham,697355,2524,276.2896196513471,2020-08-09,Sunday,1.0,-8.0,-8.0,151.0,-19.0,-7.0,0.0
Durham,697355,2524,276.2896196513471,2020-08-10,Monday,2.0,-6.0,1.0,87.0,-50.0,-46.0,12.0
Durham,697355,2524,276.2896196513471,2020-08-11,Tuesday,0.0,-7.0,3.0,69.0,-50.0,-45.0,12.0
Durham,697355,2524,276.2896196513471,2020-08-12,Wednesday,2.0,-3.0,3.0,92.0,-50.0,-44.0,11.0
Durham,697355,2524,276.2896196513471,2020-08-13,Thursday,3.0,-5.0,9.0,94.0,-49.0,-44.0,11.0
Durham,697355,2524,276.2896196513471,2020-08-14,Friday,0.0,-10.0,1.0,85.0,-45.0,-44.0,10.0
Durham,697355,2524,276.2896196513471,2020-08-15,Saturday,2.0,-12.0,-3.0,183.0,-21.0,-5.0,0.0
Durham,697355,2524,276.2896196513471,2020-08-16,Sunday,1.0,-9.0,-9.0,85.0,-21.0,-7.0,1.0
Durham,697355,2524,276.2896196513471,2020-08-17,Monday,7.0,-10.0,-3.0,,-53.0,-47.0,12.0
Durham,697355,2524,276.2896196513471,2020-08-18,Tuesday,3.0,-6.0,2.0,,-50.0,-44.0,12.0
Durham,697355,2524,276.2896196513471,2020-08-19,Wednesday,7.0,-5.0,2.0,,-50.0,-43.0,11.0
Durham,697355,2524,276.2896196513471,2020-08-20,Thursday,6.0,-3.0,10.0,,-46.0,-43.0,11.0
Durham,697355,2524,276.2896196513471,2020-08-21,Friday,4.0,-12.0,-2.0,,-42.0,-43.0,10.0
Durham,697355,2524,276.2896196513471,2020-08-22,Saturday,0.0,-14.0,-2.0,,-15.0,-5.0,1.0
Durham,697355,2524,276.2896196513471,2020-08-23,Sunday,5.0,-9.0,-7.0,,-11.0,-5.0,-1.0
Durham,697355,2524,276.2896196513471,2020-08-24,Monday,2.0,-6.0,1.0,,-50.0,-45.0,11.0
Durham,697355,2524,276.2896196513471,2020-08-25,Tuesday,5.0,-6.0,3.0,,-49.0,-44.0,11.0
Durham,697355,2524,276.2896196513471,2020-08-26,Wednesday,6.0,-6.0,2.0,,-48.0,-42.0,11.0
Durham,697355,2524,276.2896196513471,2020-08-27,Thursday,2.0,-7.0,9.0,,-47.0,-43.0,12.0
Durham,697355,2524,276.2896196513471,2020-08-28,Friday,6.0,-12.0,1.0,,-40.0,-41.0,10.0
Durham,697355,2524,276.2896196513471,2020-08-29,Saturday,2.0,-15.0,1.0,,-12.0,-5.0,2.0
Durham,697355,2524,276.2896196513471,2020-08-30,Sunday,9.0,-5.0,-3.0,,-7.0,-2.0,-1.0
Durham,697355,2524,276.2896196513471,2020-08-31,Monday,5.0,-3.0,4.0,,-44.0,-44.0,11.0
Durham,697355,2524,276.2896196513471,2020-09-01,Tuesday,6.0,-4.0,5.0,,-44.0,-44.0,11.0
Durham,697355,2524,276.2896196513471,2020-09-02,Wednesday,3.0,-5.0,4.0,,-52.0,-42.0,12.0
Durham,697355,2524,276.2896196513471,2020-09-03,Thursday,6.0,-4.0,6.0,,-48.0,-43.0,10.0
Durham,697355,2524,276.2896196513471,2020-09-04,Friday,6.0,-8.0,3.0,,-42.0,-43.0,9.0
Durham,697355,2524,276.2896196513471,2020-09-05,Saturday,9.0,-14.0,0.0,,-14.0,-7.0,0.0
Durham,697355,2524,276.2896196513471,2020-09-06,Sunday,10.0,-1.0,1.0,,-13.0,-6.0,-2.0
Durham,697355,2524,276.2896196513471,2020-09-07,Monday,12.0,-45.0,-44.0,,-63.0,-81.0,20.0
Durham,697355,2524,276.2896196513471,2020-09-08,Tuesday,12.0,-2.0,15.0,,-48.0,-45.0,12.0
Durham,697355,2524,276.2896196513471,2020-09-09,Wednesday,9.0,-6.0,2.0,,-52.0,-41.0,12.0
Durham,697355,2524,276.2896196513471,2020-09-10,Thursday,11.0,-7.0,7.0,,-50.0,-42.0,12.0
Durham,697355,2524,276.2896196513471,2020-09-11,Friday,10.0,-11.0,-1.0,56.0,-45.0,-39.0,10.0
Durham,697355,2524,276.2896196513471,2020-09-12,Saturday,6.0,-9.0,3.0,144.0,-14.0,-1.0,2.0
Durham,697355,2524,276.2896196513471,2020-09-13,Sunday,8.0,-7.0,1.0,62.0,-18.0,-5.0,3.0
Durham,697355,2524,276.2896196513471,2020-09-14,Monday,17.0,-7.0,2.0,67.0,-52.0,-39.0,11.0
Durham,697355,2524,276.2896196513471,2020-09-15,Tuesday,12.0,-6.0,2.0,54.0,-51.0,-40.0,12.0
Durham,697355,2524,276.2896196513471,2020-09-16,Wednesday,17.0,-8.0,-3.0,58.0,-51.0,-38.0,11.0
Durham,697355,2524,276.2896196513471,2020-09-17,Thursday,12.0,-10.0,1.0,62.0,-49.0,-39.0,11.0
Durham,697355,2524,276.2896196513471,2020-09-18,Friday,17.0,-12.0,-4.0,38.0,-42.0,-37.0,10.0
Durham,697355,2524,276.2896196513471,2020-09-19,Saturday,6.0,-10.0,1.0,110.0,-16.0,-2.0,3.0
Durham,697355,2524,276.2896196513471,2020-09-20,Sunday,13.0,-5.0,0.0,101.0,-14.0,-3.0,2.0
Durham,697355,2524,276.2896196513471,2020-09-21,Monday,16.0,-11.0,-2.0,55.0,-52.0,-40.0,12.0
Durham,697355,2524,276.2896196513471,2020-09-22,Tuesday,20.0,-11.0,1.0,45.0,-51.0,-40.0,12.0
Durham,697355,2524,276.2896196513471,2020-09-23,Wednesday,18.0,-10.0,1.0,49.0,-53.0,-36.0,12.0
Durham,697355,2524,276.2896196513471,2020-09-24,Thursday,20.0,-13.0,1.0,42.0,-52.0,-37.0,12.0
Durham,697355,2524,276.2896196513471,2020-09-25,Friday,24.0,-15.0,-3.0,44.0,-47.0,-35.0,11.0
Durham,697355,2524,276.2896196513471,2020-09-26,Saturday,13.0,-11.0,2.0,131.0,-22.0,1.0,2.0
Durham,697355,2524,276.2896196513471,2020-09-27,Sunday,29.0,-6.0,-2.0,105.0,-20.0,-1.0,2.0
Durham,697355,2524,276.2896196513471,2020-09-28,Monday,24.0,-13.0,0.0,52.0,-53.0,-37.0,12.0
